state,university/college,campus,student_enrollment,total_law_enforcement__employees,total_officers,total_civilians
NORTH CAROLINA,Western Carolina University,Western Carolina University main,10107,20,20,0
NORTH CAROLINA,Winston-Salem State University,Winston-Salem State University main,5399,36,20,16
NORTH DAKOTA,North Dakota State College of Science,North Dakota State College of Science main,3168,4,3,1
NORTH DAKOTA,North Dakota State University,North Dakota State University main,14629,24,16,8
NORTH DAKOTA,University of North Dakota,University of North Dakota main,15143,19,16,3
OHIO,Capital University,Capital University main,3628,15,10,5
OHIO,Lakeland Community College,Lakeland Community College main,8839,14,10,4
OHIO,Miami University,Miami University main,17901,32,23,9
OHIO,Ohio State University:,Ohio State University: Columbus,57466,51,45,6
OHIO,Ohio State University:,Ohio State University: Mansfield,1204,1,1,0
OHIO,Ohio State University:,Ohio State University: Marion,1259,1,1,0
OHIO,Ohio State University:,Ohio State University: Newark,2315,1,1,0
OHIO,Ohio State University:,Ohio State University: Wooster,643,3,3,0
OHIO,Ohio University,Ohio University main,28786,30,24,6
OHIO,Shawnee State University,Shawnee State University main,4341,11,8,3
OHIO,Sinclair Community College,Sinclair Community College main,19176,24,21,3
OHIO,University of Toledo,University of Toledo main,20743,44,36,8
OHIO,Youngstown State University,Youngstown State University main,13352,32,27,5
OKLAHOMA,Cameron University,Cameron University main,5898,13,13,0
OKLAHOMA,East Central University,East Central University main,4587,6,5,1
OKLAHOMA,Northeastern State University:,Northeastern State University: Broken Arrow2,0,5,5,0
OKLAHOMA,Northeastern State University:,Northeastern State University: Tahlequah,8548,18,15,3
OKLAHOMA,Northeast Oklahoma A&M College,Northeast Oklahoma A&M College main,2347,8,7,1
OKLAHOMA,Oklahoma City University,Oklahoma City University main,3179,13,8,5
OKLAHOMA,Oklahoma State University:,Oklahoma State University: Main Campus,26073,43,34,9
OKLAHOMA,Oklahoma State University:,Oklahoma State University: Okmulgee,3618,6,6,0
OKLAHOMA,Oklahoma State University:,Oklahoma State University: Tulsa,475,9,7,2
OKLAHOMA,Rogers State University,Rogers State University main,4473,9,9,0
OKLAHOMA,Seminole State College,Seminole State College main,2020,2,2,0
OKLAHOMA,Southeastern Oklahoma State University,Southeastern Oklahoma State University main,3826,8,7,1
OKLAHOMA,Southwestern Oklahoma State University,Southwestern Oklahoma State University main,4942,6,5,1
OKLAHOMA,Tulsa Community College,Tulsa Community College main,18640,33,26,7
OKLAHOMA,University of Central Oklahoma,University of Central Oklahoma main,17220,22,15,7
OKLAHOMA,University of Oklahoma: ,University of Oklahoma:  Health Sciences Center,3515,58,41,17
OKLAHOMA,University of Oklahoma: ,University of Oklahoma:  Norman,27292,72,41,31
OREGON,Portland State University,Portland State University main,28260,27,19,8
OREGON,University of Oregon,University of Oregon main,24473,51,20,31
PENNSYLVANIA,Bloomsburg University,Bloomsburg University main,10127,18,13,5
PENNSYLVANIA,California University,California University main,8243,21,17,4
PENNSYLVANIA,Clarion University,Clarion University main,6080,16,11,5
PENNSYLVANIA,Dickinson College,Dickinson College main,2396,20,14,6
PENNSYLVANIA,East Stroudsburg University,East Stroudsburg University main,6778,18,16,2
PENNSYLVANIA,Edinboro University,Edinboro University main,7098,15,14,1
PENNSYLVANIA,Indiana University,Indiana University main,14925,26,20,6
PENNSYLVANIA,Kutztown University,Kutztown University main,9513,19,16,3
PENNSYLVANIA,Lehigh University,Lehigh University main,7096,35,26,9
PENNSYLVANIA,Lock Haven University,Lock Haven University main,5260,13,11,2
PENNSYLVANIA,Mansfield University,Mansfield University main,2970,13,9,4
PENNSYLVANIA,Millersville University,Millersville University main,8279,16,14,2
PENNSYLVANIA,Moravian College,Moravian College main,1837,15,11,4
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Altoona,3861,11,9,2
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Beaver,703,6,6,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Behrend,4057,11,7,4
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Berks,2732,9,8,1
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Brandywine,1492,3,3,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Harrisburg,4441,9,8,1
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Hazleton,951,5,5,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: McKeesport,623,4,4,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Mont Alto,1023,6,6,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Schuylkill,837,5,5,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: University Park,46615,73,46,27
PENNSYLVANIA,Shippensburg University,Shippensburg University main,7548,19,16,3
PENNSYLVANIA,Slippery Rock University,Slippery Rock University main,8347,17,13,4
PENNSYLVANIA,University of Pittsburgh:,University of Pittsburgh: Bradford,1481,7,6,1
PENNSYLVANIA,University of Pittsburgh:,University of Pittsburgh: Greensburg,1677,20,7,13
PENNSYLVANIA,University of Pittsburgh:,University of Pittsburgh: Johnstown,2840,14,13,1
PENNSYLVANIA,University of Pittsburgh:,University of Pittsburgh: Pittsburgh,28649,153,92,61
PENNSYLVANIA,University of Pittsburgh:,University of Pittsburgh: Titusville,367,7,6,1
PENNSYLVANIA,West Chester University,West Chester University main,15845,22,21,1
RHODE ISLAND,Brown University,Brown University main,8943,94,53,41
RHODE ISLAND,University of Rhode Island,University of Rhode Island main,16387,31,26,5
SOUTH CAROLINA,Benedict College,Benedict College main,2512,24,21,3
SOUTH CAROLINA,Bob Jones University,Bob Jones University main,3364,4,4,0
SOUTH CAROLINA,Clemson University,Clemson University main,21303,41,27,14
SOUTH CAROLINA,Coastal Carolina University,Coastal Carolina University main,9478,86,31,55
SOUTH CAROLINA,College of Charleston,College of Charleston main,11619,43,33,10
SOUTH CAROLINA,Columbia College,Columbia College main,1169,14,13,1
SOUTH CAROLINA,Denmark Technical College,Denmark Technical College main,1838,4,4,0
SOUTH CAROLINA,Erskine College,Erskine College main,815,2,2,0
SOUTH CAROLINA,Francis Marion University,Francis Marion University main,4058,12,10,2
SOUTH CAROLINA,Furman University,Furman University main,2953,22,15,7
SOUTH CAROLINA,Greenville Technical College,Greenville Technical College main,13448,14,10,4
SOUTH CAROLINA,Lander University,Lander University main,2877,18,11,7
SOUTH CAROLINA,Midlands Technical College,Midlands Technical College main,11634,6,6,0
SOUTH CAROLINA,Orangeburg-Calhoun Technical College,Orangeburg-Calhoun Technical College main,2718,3,3,0
SOUTH CAROLINA,Presbyterian College,Presbyterian College main,1433,7,6,1
SOUTH CAROLINA,South Carolina State University,South Carolina State University main,3463,23,12,11
SOUTH CAROLINA,Spartanburg Methodist College,Spartanburg Methodist College main,818,5,4,1
SOUTH CAROLINA,The Citadel,The Citadel main,3598,17,16,1
SOUTH CAROLINA,Trident Technical College,Trident Technical College main,17489,30,25,5
SOUTH CAROLINA,University of South Carolina:,University of South Carolina: Aiken,3299,7,6,1
SOUTH CAROLINA,University of South Carolina:,University of South Carolina: Beaufort,1724,10,10,0
SOUTH CAROLINA,University of South Carolina:,University of South Carolina: Upstate,5445,14,13,1
SOUTH CAROLINA,Winthrop University,Winthrop University main,6130,23,16,7
SOUTH DAKOTA,South Dakota State University,South Dakota State University main,12525,17,12,5
TENNESSEE,Austin Peay State University,Austin Peay State University main,10399,28,18,10
TENNESSEE,Chattanooga State Community College,Chattanooga State Community College main,9910,19,6,13
TENNESSEE,Christian Brothers University,Christian Brothers University main,1577,16,9,7
TENNESSEE,Cleveland State Community College,Cleveland State Community College main,3790,5,4,1
TENNESSEE,East Tennessee State University,East Tennessee State University main,14691,27,20,7
TENNESSEE,Jackson State Community College,Jackson State Community College main,4587,4,3,1
TENNESSEE,Lincoln Memorial University,Lincoln Memorial University main,3952,6,6,0
TENNESSEE,Middle Tennessee State University,Middle Tennessee State University main,23881,44,36,8
TENNESSEE,Northeast State Community College,Northeast State Community College main,5893,7,7,0
TENNESSEE,Roane State Community College,Roane State Community College main,6214,8,6,2
TENNESSEE,Southwest Tennessee Community College,Southwest Tennessee Community College main,10817,25,12,13
TENNESSEE,Tennessee State University,Tennessee State University main,8883,63,30,33
TENNESSEE,Tennessee Technological University,Tennessee Technological University main,11118,20,12,8
TENNESSEE,University of Memphis,University of Memphis main,21480,41,37,4
TENNESSEE,University of Tennessee:,University of Tennessee: Chattanooga,11674,24,15,9
TENNESSEE,University of Tennessee:,University of Tennessee: Health Science Center2,0,61,25,36
TENNESSEE,University of Tennessee:,University of Tennessee: Knoxville,30030,88,53,35
TENNESSEE,University of Tennessee:,University of Tennessee: Martin,7423,15,12,3
TENNESSEE,Vanderbilt University,Vanderbilt University main,12757,200,91,109
TENNESSEE,Volunteer State Community College,Volunteer State Community College main,8153,10,8,2
TENNESSEE,Walters State Community College,Walters State Community College main,6265,9,7,2
TEXAS,Abilene Christian University,Abilene Christian University main,4461,15,14,1
TEXAS,Alamo Community College District,Alamo Community College District main,57634,81,66,15
TEXAS,Alvin Community College,Alvin Community College main,5118,10,8,2
TEXAS,Amarillo College,Amarillo College main,10873,14,12,2
TEXAS,Angelo State University,Angelo State University main,6536,17,12,5
TEXAS,Austin College,Austin College main,1223,8,7,1
TEXAS,Baylor Health Care System2,Baylor Health Care System2 main,0,149,52,97
TEXAS,Baylor University,Baylor University Waco,15616,36,25,11
TEXAS,Brookhaven College,Brookhaven College main,12319,26,17,9
TEXAS,Central Texas College,Central Texas College main,21647,6,5,1
TEXAS,College of the Mainland,College of the Mainland main,4188,8,7,1
TEXAS,El Paso Community College,El Paso Community College main,30468,45,38,7
TEXAS,Grayson College,Grayson College main,5014,3,3,0
TEXAS,Hardin-Simmons University,Hardin-Simmons University main,2220,8,7,1
TEXAS,Houston Community College,Houston Community College main,57978,105,71,34
TEXAS,Lamar University,Lamar University Beaumont,14035,48,30,18
TEXAS,Laredo Community College,Laredo Community College main,8726,23,21,2
TEXAS,Midwestern State University,Midwestern State University main,5870,15,10,5
TEXAS,Mountain View College,Mountain View College main,8797,13,13,0
TEXAS,North Lake College,North Lake College main,11365,24,23,1
TEXAS,Paris Junior College,Paris Junior College main,5301,4,4,0
TEXAS,Rice University,Rice University main,6628,39,29,10
TEXAS,Richland College,Richland College main,19287,19,19,0
TEXAS,Southern Methodist University,Southern Methodist University main,10929,34,27,7
TEXAS,South Plains College,South Plains College main,9559,6,6,0
TEXAS,Southwestern University,Southwestern University main,1535,7,6,1
TEXAS,Stephen F. Austin State University,Stephen F. Austin State University main,12772,50,27,23
TEXAS,Texas A&M International University,Texas A&M International University main,7431,28,19,9
TEXAS,Texas A&M University:,Texas A&M University: College Station,55697,124,62,62
TEXAS,Texas A&M University:,Texas A&M University: Commerce,11591,30,20,10
TEXAS,Texas A&M University:,Texas A&M University: Corpus Christi,10913,29,16,13
TEXAS,Texas A&M University:,Texas A&M University: Galveston2,0,9,8,1
TEXAS,Texas A&M University:,Texas A&M University: Kingsville,12229,16,11,5
TEXAS,Texas A&M University:,Texas A&M University: San Antonio2,0,13,11,2
TEXAS,Texas Christian University,Texas Christian University main,9925,44,28,16
TEXAS,Texas Southern University,Texas Southern University main,8703,60,27,33
TEXAS,Texas State Technical College:,Texas State Technical College: Harlingen,5332,14,10,4
TEXAS,Texas State Technical College:,Texas State Technical College: Waco,3988,15,13,2
TEXAS,Texas State Technical College:,Texas State Technical College: West Texas,1281,5,5,0
TEXAS,Texas State University,Texas State University San Marcos,35546,44,34,10
TEXAS,Trinity University,Trinity University main,2358,28,17,11
TEXAS,Tyler Junior College,Tyler Junior College main,11308,24,21,3
TEXAS,University of Houston:,University of Houston: Clearlake,8164,25,15,10
TEXAS,University of Houston:,University of Houston: Downtown Campus,13757,32,17,15
TEXAS,University of North Texas:,University of North Texas: Denton,38315,78,41,37
TEXAS,University of North Texas:,University of North Texas: Health Science Center,2142,22,11,11
TEXAS,University of Texas:,University of Texas: Arlington,33329,107,33,74
TEXAS,University of Texas:,University of Texas: Austin,52059,150,63,87
TEXAS,University of Texas:,University of Texas: Brownsville,12285,32,14,18
TEXAS,University of Texas:,University of Texas: Dallas,21193,56,20,36
TEXAS,University of Texas:,"University of Texas: Health Science Center, San Antonio",3148,98,37,61
TEXAS,University of Texas:,"University of Texas: Health Science Center, Tyler2",0,24,8,16
TEXAS,University of Texas:,University of Texas: Houston,4932,344,91,253
TEXAS,University of Texas:,University of Texas: Medical Branch,3112,100,55,45
TEXAS,University of Texas:,University of Texas: Pan American,20053,34,15,19
TEXAS,University of Texas:,University of Texas: Permian Basin,5131,18,10,8
TEXAS,University of Texas:,University of Texas: San Antonio,28623,103,45,58
TEXAS,University of Texas:,University of Texas: Southwestern Medical School,2374,142,46,96
TEXAS,University of Texas:,University of Texas: Tyler,7476,25,11,14
TEXAS,West Texas A&M University,West Texas A&M University main,8377,21,14,7
UTAH,Brigham Young University,Brigham Young University main,31123,40,29,11
UTAH,Snow College,Snow College main,4605,2,2,0
UTAH,Southern Utah University,Southern Utah University main,7745,6,5,1
UTAH,University of Utah,University of Utah main,32077,109,32,77
UTAH,Utah State University:,Utah State University: Eastern2,0,2,1,1
UTAH,Utah State University:,Utah State University: Logan,27812,17,11,6
UTAH,Utah Valley University,Utah Valley University main,30564,11,9,2
UTAH,Weber State University,Weber State University main,25155,12,11,1
VERMONT,University of Vermont,University of Vermont main,12723,32,20,12
VIRGINIA,Christopher Newport University,Christopher Newport University main,5232,25,18,7
VIRGINIA,College of William and Mary,College of William and Mary main,8376,24,19,5
VIRGINIA,Eastern Virginia Medical School,Eastern Virginia Medical School main,1017,48,21,27
VIRGINIA,Emory and Henry College,Emory and Henry College main,959,4,2,2
VIRGINIA,Ferrum College,Ferrum College main,1512,9,9,0
VIRGINIA,George Mason University,George Mason University main,33917,77,50,27
VIRGINIA,Hampton University,Hampton University main,4622,51,29,22
VIRGINIA,James Madison University,James Madison University main,20181,41,31,10
VIRGINIA,J. Sargeant Reynolds Community College,J. Sargeant Reynolds Community College main,12454,21,13,8
VIRGINIA,Longwood University,Longwood University main,4960,21,15,6
VIRGINIA,Lord Fairfax Community College,Lord Fairfax Community College main,7238,2,2,0
VIRGINIA,Norfolk State University,Norfolk State University main,6728,42,26,16
VIRGINIA,Northern Virginia Community College,Northern Virginia Community College main,51803,54,46,8
VIRGINIA,Old Dominion University,Old Dominion University main,24828,56,42,14
VIRGINIA,Radford University,Radford University main,9928,33,24,9
VIRGINIA,Richard Bland College,Richard Bland College main,1428,3,3,0
VIRGINIA,Thomas Nelson Community College,Thomas Nelson Community College main,11033,15,10,5
VIRGINIA,University of Mary Washington,University of Mary Washington main,4831,21,15,6
VIRGINIA,University of Virginia's College at Wise,University of Virginia's College at Wise main,2291,10,9,1
VIRGINIA,University of Richmond,University of Richmond main,4140,35,22,13
VIRGINIA,University of Virginia,University of Virginia main,23464,128,52,76
VIRGINIA,Virginia Commonwealth University,Virginia Commonwealth University main,30974,130,88,42
VIRGINIA,Virginia Military Institute,Virginia Military Institute main,1675,11,10,1
VIRGINIA,Virginia Polytechnic Institute and State University,Virginia Polytechnic Institute and State University main,31205,69,45,24
VIRGINIA,Virginia State University,Virginia State University main,5763,34,19,15
VIRGINIA,Virginia Western Community College,Virginia Western Community College main,8654,9,9,0
WASHINGTON,Central Washington University,Central Washington University main,11287,15,13,2
WASHINGTON,Eastern Washington University,Eastern Washington University main,12791,14,13,1
WASHINGTON,Evergreen State College,Evergreen State College main,4398,15,9,6
WASHINGTON,University of Washington,University of Washington main,43762,73,41,32
WASHINGTON,Washington State University:,Washington State University: Pullman,27642,26,21,5
WASHINGTON,Washington State University:,Washington State University: Vancouver2,0,6,3,3
WASHINGTON,Western Washington University,Western Washington University main,14950,21,15,6
WISCONSIN,University of Wisconsin:,University of Wisconsin: Eau Claire,10923,12,11,1
WISCONSIN,University of Wisconsin:,University of Wisconsin: Green Bay,6668,12,10,2
WISCONSIN,University of Wisconsin:,University of Wisconsin: La Crosse,10520,13,9,4
WISCONSIN,University of Wisconsin:,University of Wisconsin: Madison,42677,131,70,61
WISCONSIN,University of Wisconsin:,University of Wisconsin: Milwaukee,27416,59,38,21
WISCONSIN,University of Wisconsin:,University of Wisconsin: Oshkosh,13900,13,11,2
WISCONSIN,University of Wisconsin:,University of Wisconsin: Parkside,4578,11,8,3
WISCONSIN,University of Wisconsin:,University of Wisconsin: Platteville,8712,10,8,2
WISCONSIN,University of Wisconsin:,University of Wisconsin: River Falls,6160,7,6,1
WISCONSIN,University of Wisconsin:,University of Wisconsin: Stevens Point,9661,5,2,3
WISCONSIN,University of Wisconsin:,University of Wisconsin: Stout,9313,11,9,2
WISCONSIN,University of Wisconsin:,University of Wisconsin: Superior,2661,7,2,5
WISCONSIN,University of Wisconsin:,University of Wisconsin: Whitewater,12027,15,13,2
WYOMING,Northern Wyoming Community College District,Northern Wyoming Community College District main,4437,4,4,0
WYOMING,University of Wyoming,University of Wyoming main,12778,23,13,10
