state,university/college,campus,student_enrollment,total_law_enforcement__employees,total_officers,total_civilians
CALIFORNIA,California State University:,California State University: Channel Islands,5140,26,14,12
CALIFORNIA,California State University:,California State University: Chico,16356,27,16,11
CALIFORNIA,California State University:,California State University: Dominguez Hills,14670,27,20,7
CALIFORNIA,California State University:,California State University: East Bay,14526,22,14,8
CALIFORNIA,California State University:,California State University: Fresno,23060,31,20,11
CALIFORNIA,California State University:,California State University: Fullerton,38325,38,27,11
CALIFORNIA,California State University:,California State University: Long Beach,35586,44,22,22
CALIFORNIA,California State University:,California State University: Los Angeles,23258,31,16,15
CALIFORNIA,California State University:,California State University: Monterey Bay,5732,19,13,6
CALIFORNIA,California State University:,California State University: Northridge,38310,36,23,13
CALIFORNIA,California State University:,California State University: Sacramento,28811,37,22,15
CALIFORNIA,California State University:,California State University: San Bernardino,18398,23,14,9
CALIFORNIA,California State University:,California State University: San Jose,31278,70,28,42
CALIFORNIA,California State University:,California State University: San Marcos,11300,31,15,16
CALIFORNIA,California State University:,California State University: Stanislaus,8917,19,11,8
CALIFORNIA,College of the Sequoias,College of the Sequoias main,10720,7,6,1
CALIFORNIA,Contra Costa Community College,Contra Costa Community College main,35676,32,21,11
CALIFORNIA,Cuesta College,Cuesta College main,9256,12,6,6
CALIFORNIA,El Camino College,El Camino College main,23996,33,25,8
CALIFORNIA,Foothill-De Anza College,Foothill-De Anza College main,38075,14,9,5
CALIFORNIA,Humboldt State University,Humboldt State University main,8293,17,12,5
CALIFORNIA,Marin Community College,Marin Community College main,6077,8,7,1
CALIFORNIA,Pasadena Community College,Pasadena Community College main,25268,13,7,6
CALIFORNIA,Riverside Community College,Riverside Community College main,36233,23,18,5
CALIFORNIA,San Bernardino Community College,San Bernardino Community College main,18026,20,7,13
CALIFORNIA,San Diego State University,San Diego State University main,31899,48,28,20
CALIFORNIA,San Francisco State University,San Francisco State University main,29905,55,29,26
CALIFORNIA,San Jose/Evergreen Community College,San Jose/Evergreen Community College main,18657,6,3,3
CALIFORNIA,Santa Rosa Junior College,Santa Rosa Junior College main,22094,25,13,12
CALIFORNIA,Sonoma State University,Sonoma State University main,9120,26,13,13
CALIFORNIA,State Center Community College District,State Center Community College District main,35151,18,14,4
CALIFORNIA,University of California:,University of California: Berkeley,36198,155,69,86
CALIFORNIA,University of California:,University of California: Davis,33307,89,45,44
CALIFORNIA,University of California:,University of California: Hastings College of Law,1088,9,9,0
CALIFORNIA,University of California:,University of California: Irvine,28895,45,30,15
CALIFORNIA,University of California:,University of California: Los Angeles,40795,94,54,40
CALIFORNIA,University of California:,University of California: Merced,6195,24,12,12
CALIFORNIA,University of California:,University of California: Riverside,21207,41,28,13
CALIFORNIA,University of California:,University of California: San Diego,29517,66,35,31
CALIFORNIA,University of California:,University of California: San Francisco,3079,124,52,72
CALIFORNIA,University of California:,University of California: Santa Barbara,22225,50,34,16
CALIFORNIA,University of California:,University of California: Santa Cruz,17203,30,17,13
CALIFORNIA,Ventura County Community College District,Ventura County Community College District main,34053,15,14,1
CALIFORNIA,West Valley-Mission College,West Valley-Mission College main,18766,15,9,6
COLORADO,Adams State University,Adams State University main,3211,5,4,1
COLORADO,Arapahoe Community College,Arapahoe Community College main,11621,9,6,3
COLORADO,Auraria Higher Education Center2,Auraria Higher Education Center2 main,0,41,34,7
COLORADO,Colorado School of Mines,Colorado School of Mines main,5790,11,10,1
COLORADO,Colorado State University,Colorado State University Fort Collins,31186,42,31,11
COLORADO,Fort Lewis College,Fort Lewis College main,4021,10,8,2
COLORADO,Pikes Peak Community College,Pikes Peak Community College main,14634,20,18,2
COLORADO,Red Rocks Community College,Red Rocks Community College main,8599,4,3,1
COLORADO,University of Colorado:,University of Colorado: Boulder,32017,68,37,31
COLORADO,University of Colorado:,University of Colorado: Colorado Springs,11321,31,18,13
COLORADO,University of Northern Colorado,University of Northern Colorado main,12710,23,16,7
CONNECTICUT,Central Connecticut State University,Central Connecticut State University main,11865,27,21,6
CONNECTICUT,Eastern Connecticut State University,Eastern Connecticut State University main,5368,23,16,7
CONNECTICUT,Southern Connecticut State University,Southern Connecticut State University main,10804,33,26,7
CONNECTICUT,University of Connecticut:,University of Connecticut: Health Center2,0,36,14,22
CONNECTICUT,University of Connecticut:,"University of Connecticut: Storrs, Avery Point and Hartford2",0,75,68,7
CONNECTICUT,Western Connecticut State University,Western Connecticut State University main,6025,21,14,7
CONNECTICUT,Yale University,Yale University main,12109,98,82,16
DELAWARE,Delaware State University,Delaware State University main,4336,36,18,18
DELAWARE,University of Delaware,University of Delaware main,22166,75,50,25
FLORIDA,Edison State College,Edison State College main,15423,19,10,9
FLORIDA,Florida A&M University,Florida A&M University main,10743,40,31,9
FLORIDA,Florida Atlantic University,Florida Atlantic University main,30759,64,39,25
FLORIDA,Florida Gulf Coast University,Florida Gulf Coast University main,14077,23,17,6
FLORIDA,Florida International University,Florida International University main,47663,83,57,26
FLORIDA,New College of Florida,New College of Florida main,793,18,12,6
FLORIDA,Pensacola State College,Pensacola State College main,11235,25,9,16
FLORIDA,Santa Fe College,Santa Fe College main,15113,22,16,6
FLORIDA,Tallahassee Community College,Tallahassee Community College main,13509,24,11,13
FLORIDA,University of Central Florida,University of Central Florida main,59589,102,63,39
FLORIDA,University of North Florida,University of North Florida main,16083,37,29,8
FLORIDA,University of South Florida:,University of South Florida: St. Petersburg,4660,20,14,6
FLORIDA,University of South Florida:,University of South Florida: Tampa,41428,60,49,11
FLORIDA,University of West Florida,University of West Florida main,12588,32,21,11
GEORGIA,Abraham Baldwin Agricultural College,Abraham Baldwin Agricultural College main,3394,14,14,0
GEORGIA,Albany State University,Albany State University main,4260,32,18,14
GEORGIA,Andrew College,Andrew College main,316,3,3,0
GEORGIA,Armstrong Atlantic State University,Armstrong Atlantic State University main,7101,26,16,10
GEORGIA,Augusta Technical College,Augusta Technical College main,4379,2,2,0
GEORGIA,Bainbridge State College,Bainbridge State College main,2695,7,4,3
GEORGIA,Berry College,Berry College main,2223,18,12,6
GEORGIA,Chattahoochee Technical College,Chattahoochee Technical College main,10470,10,8,2
GEORGIA,College of Coastal Georgia,College of Coastal Georgia main,2987,12,12,0
GEORGIA,Columbus State University,Columbus State University main,8156,29,24,5
GEORGIA,Dalton State College,Dalton State College main,5015,16,13,3
GEORGIA,Darton State College,Darton State College main,6195,12,11,1
GEORGIA,Emory University,Emory University main,14513,75,56,19
GEORGIA,Fort Valley State University,Fort Valley State University main,3180,30,12,18
GEORGIA,Georgia College and State University,Georgia College and State University main,6551,23,16,7
GEORGIA,Georgia Institute of Technology,Georgia Institute of Technology main,21471,98,74,24
GEORGIA,Georgia Military College,Georgia Military College main,1651,5,3,2
GEORGIA,Georgia Perimeter College,Georgia Perimeter College main,21123,96,44,52
GEORGIA,Georgia Regents University,Georgia Regents University main,8468,62,44,18
GEORGIA,Georgia Southern University,Georgia Southern University main,20517,46,37,9
GEORGIA,Georgia Southwestern State University,Georgia Southwestern State University main,2806,10,10,0
GEORGIA,Georgia State University,Georgia State University main,32165,146,67,79
GEORGIA,Gordon State College,Gordon State College main,4187,12,11,1
GEORGIA,Kennesaw State University,Kennesaw State University main,24629,72,40,32
GEORGIA,Mercer University,Mercer University main,8351,31,22,9
GEORGIA,Morehouse College,Morehouse College main,2170,55,16,39
GEORGIA,Piedmont College,Piedmont College main,2368,6,6,0
GEORGIA,Savannah State University,Savannah State University main,4772,57,26,31
GEORGIA,Southern Crescent Technical College,Southern Crescent Technical College main,5177,4,4,0
GEORGIA,Southern Polytechnic State University,Southern Polytechnic State University main,6549,12,9,3
GEORGIA,South Georgia State College,South Georgia State College main,2579,10,6,4
GEORGIA,Spelman College,Spelman College main,2129,25,16,9
GEORGIA,University of Georgia,University of Georgia main,34536,100,79,21
GEORGIA,University of North Georgia,University of North Georgia main,15455,40,31,9
GEORGIA,University of West Georgia,University of West Georgia main,11929,37,26,11
GEORGIA,Valdosta State University,Valdosta State University main,11885,29,21,8
GEORGIA,West Georgia Technical College,West Georgia Technical College main,6915,7,6,1
ILLINOIS,Lincoln Land Community College,Lincoln Land Community College main,7020,14,9,5
ILLINOIS,Northeastern Illinois University,Northeastern Illinois University main,10821,34,25,9
ILLINOIS,Parkland College,Parkland College main,8437,16,12,4
ILLINOIS,Rend Lake College,Rend Lake College main,2714,3,3,0
ILLINOIS,Southern Illinois University:,Southern Illinois University: Carbondale,17964,56,39,17
ILLINOIS,Southern Illinois University:,Southern Illinois University: Edwardsville,13850,44,36,8
ILLINOIS,South Suburban College,South Suburban College main,5212,15,10,5
ILLINOIS,University of Chicago,University of Chicago Cook County,15048,105,84,21
ILLINOIS,University of Illinois:,University of Illinois: Springfield,5137,22,15,7
ILLINOIS,University of Illinois:,University of Illinois: Urbana,44942,103,65,38
INDIANA,Ball State University,Ball State University main,20503,34,28,6
INDIANA,Butler University,Butler University main,4827,28,20,8
INDIANA,Indiana State University,Indiana State University main,12448,30,23,7
INDIANA,Indiana University: ,Indiana University:  Bloomington,46817,44,39,5
INDIANA,Indiana University: ,Indiana University:  Southeast,6733,13,10,3
INDIANA,Purdue University,Purdue University main,39794,55,41,14
IOWA,Iowa State University,Iowa State University main,32955,48,36,12
IOWA,University of Iowa,University of Iowa main,29748,69,38,31
IOWA,University of Northern Iowa,University of Northern Iowa main,12159,26,18,8
KANSAS,Emporia State University,Emporia State University main,6033,9,8,1
KANSAS,Fort Hays State University,Fort Hays State University main,13441,11,9,2
KANSAS,Garden City Community College,Garden City Community College main,1997,2,1,1
KANSAS,Kansas City Kansas Community College,Kansas City Kansas Community College main,6570,19,18,1
KANSAS,Kansas State University,Kansas State University main,24581,40,21,19
KANSAS,Pittsburg State University,Pittsburg State University main,7400,17,13,4
KANSAS,University of Kansas: ,University of Kansas:  Main Campus,26968,57,27,30
KANSAS,University of Kansas: ,University of Kansas:  Medical Center2,0,85,32,53
KANSAS,Washburn University,Washburn University main,6973,20,15,5
KANSAS,Wichita State University,Wichita State University main,14386,49,26,23
KENTUCKY,Eastern Kentucky University,Eastern Kentucky University main,16111,32,24,8
KENTUCKY,Kentucky State University,Kentucky State University main,2533,13,10,3
KENTUCKY,Murray State University,Murray State University main,10943,24,14,10
KENTUCKY,University of Kentucky,University of Kentucky main,28435,157,54,103
KENTUCKY,University of Louisville,University of Louisville main,21444,55,45,10
LOUISIANA,Delgado Community College,Delgado Community College main,18698,38,26,12
LOUISIANA,Louisiana State University,"Louisiana State University Health Sciences Center, Shreveport",856,44,31,13
LOUISIANA,McNeese State University,McNeese State University main,8341,14,8,6
LOUISIANA,Tulane University,Tulane University main,12938,117,82,35
LOUISIANA,University of New Orleans,University of New Orleans main,9323,26,25,1
MAINE,University of Maine:,University of Maine: Farmington,2061,4,4,0
MAINE,University of Maine:,University of Maine: Orono,11247,26,18,8
MAINE,University of Southern Maine,University of Southern Maine main,8923,19,11,8
MARYLAND,Bowie State University,Bowie State University main,5561,27,15,12
MARYLAND,Coppin State University,Coppin State University main,3383,31,20,11
MARYLAND,Frostburg State University,Frostburg State University main,5473,20,16,4
MARYLAND,Hagerstown Community College,Hagerstown Community College main,4905,3,3,0
MARYLAND,Morgan State University,Morgan State University main,7546,54,36,18
MARYLAND,Salisbury University,Salisbury University main,8643,28,17,11
MARYLAND,St. Mary's College,St. Mary's College main,1858,12,5,7
MARYLAND,Towson University,Towson University main,22499,58,40,18
MARYLAND,University of Baltimore,University of Baltimore main,6518,34,18,16
MARYLAND,University of Maryland: ,University of Maryland:  Baltimore City,6284,137,49,88
MARYLAND,University of Maryland: ,University of Maryland:  Baltimore County,13908,36,25,11
MARYLAND,University of Maryland: ,University of Maryland:  College Park,37272,125,80,45
MARYLAND,University of Maryland: ,University of Maryland:  Eastern Shore,4220,18,14,4
MASSACHUSETTS,Amherst College,Amherst College main,1785,18,14,4
MASSACHUSETTS,Assumption College,Assumption College main,2756,24,17,7
MASSACHUSETTS,Becker College,Becker College main,1902,17,11,6
MASSACHUSETTS,Bentley University,Bentley University main,5658,32,23,9
MASSACHUSETTS,Boston College,Boston College main,14309,71,53,18
MASSACHUSETTS,Boston University,Boston University main,32411,70,54,16
MASSACHUSETTS,Brandeis University,Brandeis University main,5825,24,21,3
MASSACHUSETTS,Bridgewater State University,Bridgewater State University main,11267,26,22,4
MASSACHUSETTS,Bristol Community College,Bristol Community College main,9335,9,7,2
MASSACHUSETTS,Bunker Hill Community College,Bunker Hill Community College main,14023,14,13,1
MASSACHUSETTS,Cape Cod Community College,Cape Cod Community College main,4051,1,1,0
MASSACHUSETTS,Clark University,Clark University main,3551,13,11,2
MASSACHUSETTS,Dean College,Dean College main,1300,16,14,2
MASSACHUSETTS,Emerson College,Emerson College main,4561,23,20,3
MASSACHUSETTS,Fisher College,Fisher College main,1930,8,6,2
MASSACHUSETTS,Fitchburg State University,Fitchburg State University main,6680,19,17,2
MASSACHUSETTS,Framingham State University,Framingham State University main,6429,19,14,5
MASSACHUSETTS,Greenfield Community College,Greenfield Community College main,2240,2,1,1
MASSACHUSETTS,Hampshire College,Hampshire College main,1492,12,11,1
MASSACHUSETTS,Harvard University,Harvard University main,28297,93,74,19
MASSACHUSETTS,Holyoke Community College,Holyoke Community College main,6740,11,11,0
MASSACHUSETTS,Massachusetts Bay Community College,Massachusetts Bay Community College main,5377,6,6,0
MASSACHUSETTS,Massachusetts College of Art,Massachusetts College of Art main,2264,28,10,18
MASSACHUSETTS,Massachusetts College of Liberal Arts,Massachusetts College of Liberal Arts main,1716,13,10,3
MASSACHUSETTS,Massachusetts Institute of Technology,Massachusetts Institute of Technology main,11301,61,58,3
MASSACHUSETTS,Massasoit Community College,Massasoit Community College main,8272,19,17,2
MASSACHUSETTS,Merrimack College,Merrimack College main,3067,17,12,5
MASSACHUSETTS,Mount Holyoke College,Mount Holyoke College main,2251,17,14,3
MASSACHUSETTS,Mount Ida College,Mount Ida College main,1288,34,23,11
MASSACHUSETTS,Mount Waschusett Community College,Mount Waschusett Community College main,4734,11,10,1
MASSACHUSETTS,Northeastern University,Northeastern University main,20053,83,53,30
MASSACHUSETTS,North Shore Community College,North Shore Community College main,7750,21,19,2
MASSACHUSETTS,Quinsigamond Community College,Quinsigamond Community College main,8582,10,9,1
MASSACHUSETTS,Salem State University,Salem State University main,9301,25,19,6
MASSACHUSETTS,Simmons College,Simmons College main,4655,24,14,10
MASSACHUSETTS,Smith College,Smith College main,3033,17,14,3
MASSACHUSETTS,Springfield College,Springfield College main,3255,45,16,29
MASSACHUSETTS,Tufts University,Tufts University Medford,10872,68,41,27
MASSACHUSETTS,University of Massachusetts:,University of Massachusetts: Amherst,28518,78,59,19
MASSACHUSETTS,University of Massachusetts:,University of Massachusetts: Dartmouth,9053,37,25,12
MASSACHUSETTS,University of Massachusetts:,"University of Massachusetts: Harbor Campus, Boston",16277,36,24,12
MASSACHUSETTS,University of Massachusetts:,"University of Massachusetts: Medical Center, Worcester",1161,29,23,6
MASSACHUSETTS,Wellesley College,Wellesley College main,2474,23,18,5
MASSACHUSETTS,Western New England University,Western New England University main,3800,28,18,10
MASSACHUSETTS,Westfield State University,Westfield State University main,6371,24,18,6
MASSACHUSETTS,Wheaton College,Wheaton College main,1654,15,12,3
MASSACHUSETTS,Worcester Polytechnic Institute,Worcester Polytechnic Institute main,6296,21,17,4
MICHIGAN,Central Michigan University,Central Michigan University main,26841,36,22,14
MICHIGAN,Delta College,Delta College main,10272,10,7,3
MICHIGAN,Eastern Michigan University,Eastern Michigan University main,23447,50,39,11
MICHIGAN,Ferris State University,Ferris State University main,14707,18,14,4
MICHIGAN,Grand Rapids Community College,Grand Rapids Community College main,16590,14,10,4
MICHIGAN,Grand Valley State University,Grand Valley State University main,24477,20,16,4
MICHIGAN,Kalamazoo Valley Community College,Kalamazoo Valley Community College main,10192,8,6,2
MICHIGAN,Kellogg Community College,Kellogg Community College main,6123,2,2,0
MICHIGAN,Kirtland Community College,Kirtland Community College main,1805,1,1,0
MICHIGAN,Lansing Community College,Lansing Community College main,17562,15,12,3
MICHIGAN,Macomb Community College,Macomb Community College main,23446,37,30,7
MICHIGAN,Michigan State University,Michigan State University main,49317,124,80,44
MICHIGAN,Michigan Technological University,Michigan Technological University main,6975,14,11,3
MICHIGAN,Mott Community College,Mott Community College main,9683,12,9,3
MICHIGAN,Northern Michigan University,Northern Michigan University main,8918,24,20,4
MICHIGAN,Oakland Community College,Oakland Community College main,26405,28,27,1
MICHIGAN,Oakland University,Oakland University main,20169,31,22,9
MICHIGAN,Saginaw Valley State University,Saginaw Valley State University main,10240,13,11,2
MICHIGAN,Schoolcraft College,Schoolcraft College main,12385,11,10,1
MICHIGAN,University of Michigan: ,University of Michigan:  Ann Arbor,43710,65,49,16
MICHIGAN,University of Michigan: ,University of Michigan:  Dearborn,8748,26,9,17
MICHIGAN,University of Michigan: ,University of Michigan:  Flint,8555,28,16,12
MICHIGAN,Western Michigan University,Western Michigan University main,24294,57,28,29
MINNESOTA,University of Minnesota:,University of Minnesota: Duluth,11241,11,9,2
MINNESOTA,University of Minnesota:,University of Minnesota: Morris,1946,5,3,2
MINNESOTA,University of Minnesota:,University of Minnesota: Twin Cities,51526,62,50,12
MISSISSIPPI,Coahoma Community College,Coahoma Community College main,2073,9,8,1
MISSISSIPPI,Mississippi State University,Mississippi State University main,20161,40,31,9
MISSISSIPPI,Northeast Mississippi Community College,Northeast Mississippi Community College main,3271,6,6,0
MISSISSIPPI,University of Mississippi: ,University of Mississippi:  Medical Center,2268,71,55,16
MISSISSIPPI,University of Mississippi: ,University of Mississippi:  Oxford,19431,48,30,18
MISSOURI,Jefferson College,Jefferson College main,5194,5,5,0
MISSOURI,Lincoln University,Lincoln University main,3043,15,13,2
MISSOURI,Metropolitan Community College,Metropolitan Community College main,19234,47,31,16
MISSOURI,Mineral Area College,Mineral Area College main,4508,8,7,1
MISSOURI,Missouri Southern State University,Missouri Southern State University main,5616,8,7,1
MISSOURI,Missouri University of Science and Technology,Missouri University of Science and Technology main,8129,22,12,10
MISSOURI,Missouri Western State University,Missouri Western State University main,5795,12,10,2
MISSOURI,Northwest Missouri State University,Northwest Missouri State University main,6485,14,12,2
MISSOURI,Southeast Missouri State University,Southeast Missouri State University main,11767,28,20,8
MISSOURI,St. Charles Community College,St. Charles Community College main,7396,11,9,2
MISSOURI,St. Louis Community College: ,St. Louis Community College:  Florissant Valley2,0,9,7,2
MISSOURI,St. Louis Community College: ,St. Louis Community College:  Meramec,24005,14,11,3
MISSOURI,Truman State University,Truman State University main,6225,12,10,2
MISSOURI,University of Central Missouri,University of Central Missouri main,12513,21,17,4
MISSOURI,University of Missouri: ,University of Missouri:  Columbia,34616,51,34,17
MISSOURI,University of Missouri: ,University of Missouri:  Kansas City,15718,40,26,14
MISSOURI,University of Missouri: ,University of Missouri:  St. Louis,16809,30,24,6
MISSOURI,Washington University,Washington University main,14032,52,30,22
MONTANA,Montana State University,Montana State University main,14852,35,19,16
MONTANA,University of Montana,University of Montana main,14525,27,15,12
NEBRASKA,Metropolitan Community College,Metropolitan Community College Douglas County,15752,21,17,4
NEBRASKA,University of Nebraska:,University of Nebraska: Kearney,7052,11,8,3
NEBRASKA,University of Nebraska:,University of Nebraska: Lincoln,24445,57,29,28
NEVADA,Truckee Meadows Community College,Truckee Meadows Community College main,11204,14,9,5
NEVADA,University of Nevada:,University of Nevada: Las Vegas,27848,50,36,14
NEVADA,University of Nevada:,University of Nevada: Reno,18776,27,18,9
NEW HAMPSHIRE,University of New Hampshire,University of New Hampshire main,14913,32,16,16
NEW JERSEY,Brookdale Community College,Brookdale Community College main,14360,16,13,3
NEW JERSEY,Essex County College,Essex County College main,12175,57,12,45
NEW JERSEY,Kean University,Kean University main,14404,47,23,24
NEW JERSEY,Middlesex County College,Middlesex County College main,12602,20,12,8
NEW JERSEY,Monmouth University,Monmouth University main,6316,20,18,2
NEW JERSEY,Montclair State University,Montclair State University main,19464,45,37,8
NEW JERSEY,New Jersey Institute of Technology,New Jersey Institute of Technology main,10130,67,33,34
NEW JERSEY,Princeton University,Princeton University main,8014,92,31,61
NEW JERSEY,Richard Stockton College of New Jersey,Richard Stockton College of New Jersey main,8458,30,21,9
NEW JERSEY,Rowan University,Rowan University main,13349,89,34,55
NEW JERSEY,Rutgers University: ,Rutgers University:  Camden,6264,71,21,50
NEW JERSEY,Rutgers University: ,Rutgers University:  Newark,11212,184,56,128
NEW JERSEY,Rutgers University: ,Rutgers University:  New Brunswick,48036,107,57,50
NEW JERSEY,Stevens Institute of Technology,Stevens Institute of Technology main,5784,20,16,4
NEW JERSEY,The College of New Jersey,The College of New Jersey main,7340,27,18,9
NEW JERSEY,William Paterson University,William Paterson University main,11414,46,30,16
NEW MEXICO,Eastern New Mexico University,Eastern New Mexico University main,5847,9,8,1
NEW MEXICO,New Mexico Institute of Mining and Technology,New Mexico Institute of Mining and Technology main,2134,24,12,12
NEW MEXICO,New Mexico Military Institute,New Mexico Military Institute main,470,5,5,0
NEW YORK,Cornell University,Cornell University main,21593,68,49,19
NEW YORK,Ithaca College,Ithaca College main,6723,36,19,17
NEW YORK,State University of New York:,State University of New York: Albany,17338,56,37,19
NEW YORK,State University of New York:,State University of New York: Binghamton,16077,46,33,13
NEW YORK,State University of New York:,State University of New York: Stony Brook,24143,139,63,76
NEW YORK,State University of New York:,State University of New York: Upstate Medical Center,1617,119,17,102
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Alfred,3555,16,11,5
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Canton,3512,11,10,1
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Cobleskill,2453,12,11,1
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Farmingdale,8162,24,17,7
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Morrisville,3028,13,10,3
NEW YORK,State University of New York College:,State University of New York College: Brockport,8128,16,14,2
NEW YORK,State University of New York College:,State University of New York College: Cortland,7110,25,19,6
NEW YORK,State University of New York College:,State University of New York College: Fredonia,5391,14,13,1
NEW YORK,State University of New York College:,State University of New York College: Geneseo,5644,18,13,5
NEW YORK,State University of New York College:,State University of New York College: New Paltz,7578,28,24,4
NEW YORK,State University of New York College:,State University of New York College: Old Westbury,4367,24,20,4
NEW YORK,State University of New York College:,State University of New York College: Oneonta,6034,26,16,10
NEW YORK,State University of New York College:,State University of New York College: Optometry,343,16,6,10
NEW YORK,State University of New York College:,State University of New York College: Oswego,8117,28,20,8
NEW YORK,State University of New York College:,State University of New York College: Plattsburgh,6051,21,16,5
NEW YORK,State University of New York College:,State University of New York College: Potsdam,4042,14,12,2
NEW YORK,State University of New York College:,State University of New York College: Purchase,4353,30,25,5
NEW YORK,State University of New York College:,State University of New York College: Technology,3308,14,11,3
NEW YORK,State University of New York College:,State University of New York College: Utica-Rome,2480,14,11,3
NORTH CAROLINA,Appalachian State University,Appalachian State University main,17838,41,24,17
NORTH CAROLINA,Beaufort County Community College,Beaufort County Community College main,2019,3,3,0
NORTH CAROLINA,Belmont Abbey College,Belmont Abbey College main,1647,8,4,4
NORTH CAROLINA,Davidson College,Davidson College main,1788,9,8,1
NORTH CAROLINA,Duke University,Duke University main,15467,162,56,106
NORTH CAROLINA,East Carolina University,East Carolina University main,26887,72,56,16
NORTH CAROLINA,Elizabeth City State University,Elizabeth City State University main,2421,19,8,11
NORTH CAROLINA,Elon University,Elon University main,6305,20,14,6
NORTH CAROLINA,Fayetteville State University,Fayetteville State University main,6179,39,20,19
NORTH CAROLINA,Methodist University,Methodist University main,2463,8,8,0
NORTH CAROLINA,North Carolina Agricultural and Technical State University,North Carolina Agricultural and Technical State University main,10561,58,18,40
NORTH CAROLINA,North Carolina Central University,North Carolina Central University main,8093,50,26,24
NORTH CAROLINA,North Carolina School of the Arts,North Carolina School of the Arts main,912,18,14,4
NORTH CAROLINA,North Carolina State University,North Carolina State University Raleigh,34009,59,45,14
NORTH CAROLINA,Queens University,Queens University main,2285,13,8,5
NORTH CAROLINA,Saint Augustine's University,Saint Augustine's University main,1299,22,6,16
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Asheville,3784,21,15,6
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Chapel Hill,29127,94,50,44
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Charlotte,26571,52,42,10
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Greensboro,18074,49,35,14
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Pembroke,6222,19,12,7
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Wilmington,13937,46,30,16
NORTH CAROLINA,Wake Forest University,Wake Forest University main,7602,46,21,25
