state,university/college,campus,student_enrollment,total_law_enforcement__employees,total_officers,total_civilians
NEBRASKA,University of Nebraska:,University of Nebraska: Kearney,6902.0,11.0,10.0,1.0
NEBRASKA,University of Nebraska:,University of Nebraska: Lincoln,25006.0,56.0,32.0,24.0
NEVADA,Truckee Meadows Community College,Truckee Meadows Community College main,11106.0,14.0,9.0,5.0
NEVADA,University of Nevada:,University of Nevada: Las Vegas,28515.0,52.0,35.0,17.0
NEVADA,University of Nevada:,University of Nevada: Reno,19934.0,28.0,22.0,6.0
NEW HAMPSHIRE,University of New Hampshire,University of New Hampshire main,15117.0,30.0,16.0,14.0
NEW JERSEY,Brookdale Community College,Brookdale Community College main,14144.0,12.0,11.0,1.0
NEW JERSEY,Essex County College,Essex County College main,11468.0,58.0,11.0,47.0
NEW JERSEY,Kean University,Kean University main,14359.0,45.0,23.0,22.0
NEW JERSEY,Middlesex County College,Middlesex County College main,12059.0,23.0,9.0,14.0
NEW JERSEY,Monmouth University,Monmouth University main,6395.0,45.0,19.0,26.0
NEW JERSEY,Montclair State University,Montclair State University main,20022.0,47.0,37.0,10.0
NEW JERSEY,New Jersey Institute of Technology,New Jersey Institute of Technology main,10646.0,75.0,39.0,36.0
NEW JERSEY,Princeton University,Princeton University main,8088.0,91.0,32.0,59.0
NEW JERSEY,Rowan University,Rowan University main,14778.0,106.0,35.0,71.0
NEW JERSEY,Rutgers University: ,Rutgers University:  Camden,6321.0,79.0,22.0,57.0
NEW JERSEY,Rutgers University: ,Rutgers University:  Newark,11314.0,169.0,50.0,119.0
NEW JERSEY,Rutgers University: ,Rutgers University:  New Brunswick,48378.0,124.0,69.0,55.0
NEW JERSEY,Stevens Institute of Technology,Stevens Institute of Technology main,6125.0,22.0,19.0,3.0
NEW JERSEY,Stockton University,Stockton University main,8570.0,26.0,20.0,6.0
NEW JERSEY,The College of New Jersey,The College of New Jersey main,7409.0,29.0,18.0,11.0
NEW JERSEY,William Paterson University,William Paterson University main,11048.0,43.0,29.0,14.0
NEW MEXICO,New Mexico Military Institute,New Mexico Military Institute main,459.0,5.0,5.0,0.0
NEW MEXICO,Western New Mexico University,Western New Mexico University main,3557.0,7.0,6.0,1.0
NEW YORK,Cornell University,Cornell University main,21679.0,67.0,47.0,20.0
NEW YORK,Ithaca College,Ithaca College main,6587.0,38.0,19.0,19.0
NEW YORK,State University of New York:,State University of New York: Albany,17273.0,59.0,38.0,21.0
NEW YORK,State University of New York:,State University of New York: Binghamton,16695.0,50.0,33.0,17.0
NEW YORK,State University of New York:,State University of New York: Buffalo,29995.0,67.0,57.0,10.0
NEW YORK,State University of New York:,State University of New York: Maritime College,1799.0,14.0,9.0,5.0
NEW YORK,State University of New York:,State University of New York: Stony Brook,24607.0,147.0,63.0,84.0
NEW YORK,State University of New York:,State University of New York: Upstate Medical Center,1516.0,109.0,17.0,92.0
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Alfred,3661.0,15.0,10.0,5.0
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Canton,3278.0,10.0,9.0,1.0
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Cobleskill,2535.0,12.0,11.0,1.0
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Farmingdale,8394.0,29.0,20.0,9.0
NEW YORK,State University of New York College:,State University of New York College: Brockport,8106.0,18.0,16.0,2.0
NEW YORK,State University of New York College:,State University of New York College: Buffalo,11083.0,34.0,32.0,2.0
NEW YORK,State University of New York College:,State University of New York College: Cortland,6958.0,25.0,19.0,6.0
NEW YORK,State University of New York College:,State University of New York College: Environmental Science and Forestry,2200.0,10.0,8.0,2.0
NEW YORK,State University of New York College:,State University of New York College: Fredonia,5215.0,16.0,15.0,1.0
NEW YORK,State University of New York College:,State University of New York College: Geneseo,5658.0,22.0,15.0,7.0
NEW YORK,State University of New York College:,State University of New York College: New Paltz,7692.0,28.0,23.0,5.0
NEW YORK,State University of New York College:,State University of New York College: Old Westbury,4504.0,24.0,18.0,6.0
NEW YORK,State University of New York College:,State University of New York College: Oneonta,6101.0,27.0,17.0,10.0
NEW YORK,State University of New York College:,State University of New York College: Optometry,363.0,16.0,6.0,10.0
NEW YORK,State University of New York College:,State University of New York College: Oswego,8034.0,27.0,19.0,8.0
NEW YORK,State University of New York College:,State University of New York College: Potsdam,3979.0,14.0,11.0,3.0
NEW YORK,State University of New York College:,State University of New York College: Purchase,4225.0,26.0,22.0,4.0
NEW YORK,State University of New York College:,State University of New York College: Technology,3598.0,12.0,10.0,2.0
NEW YORK,State University of New York College:,State University of New York College: Utica-Rome,2740.0,16.0,11.0,5.0
NORTH CAROLINA,Appalachian State University,Appalachian State University main,18026.0,44.0,27.0,17.0
NORTH CAROLINA,Beaufort County Community College,Beaufort County Community College main,2035.0,3.0,3.0,0.0
NORTH CAROLINA,Belmont Abbey College,Belmont Abbey College main,1560.0,6.0,4.0,2.0
NORTH CAROLINA,Davidson College,Davidson College main,1770.0,10.0,9.0,1.0
NORTH CAROLINA,Duke University,Duke University main,15856.0,150.0,58.0,92.0
NORTH CAROLINA,East Carolina University,East Carolina University main,27511.0,68.0,55.0,13.0
NORTH CAROLINA,Elizabeth City State University,Elizabeth City State University main,1867.0,25.0,13.0,12.0
NORTH CAROLINA,Elon University,Elon University main,6483.0,19.0,14.0,5.0
NORTH CAROLINA,Fayetteville State University,Fayetteville State University main,5899.0,34.0,18.0,16.0
NORTH CAROLINA,Methodist University,Methodist University main,2461.0,25.0,9.0,16.0
NORTH CAROLINA,North Carolina Agricultural and Technical State University,North Carolina Agricultural and Technical State University main,10725.0,47.0,18.0,29.0
NORTH CAROLINA,North Carolina Central University,North Carolina Central University main,7687.0,53.0,25.0,28.0
NORTH CAROLINA,North Carolina School of the Arts,North Carolina School of the Arts main,958.0,22.0,15.0,7.0
NORTH CAROLINA,North Carolina State University,North Carolina State University Raleigh,33989.0,62.0,46.0,16.0
NORTH CAROLINA,Queens University,Queens University main,2248.0,14.0,9.0,5.0
NORTH CAROLINA,Saint Augustine's University,Saint Augustine's University main,1016.0,22.0,6.0,16.0
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Asheville,3845.0,21.0,14.0,7.0
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Chapel Hill,29135.0,105.0,53.0,52.0
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Charlotte,27238.0,53.0,44.0,9.0
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Greensboro,18647.0,53.0,35.0,18.0
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Pembroke,6269.0,23.0,16.0,7.0
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Wilmington,14570.0,46.0,31.0,15.0
NORTH CAROLINA,Wake Forest University,Wake Forest University main,7788.0,44.0,20.0,24.0
NORTH CAROLINA,Western Carolina University,Western Carolina University main,10382.0,19.0,19.0,0.0
NORTH CAROLINA,Winston-Salem State University,Winston-Salem State University main,5220.0,35.0,20.0,15.0
NORTH DAKOTA,North Dakota State College of Science,North Dakota State College of Science main,3033.0,4.0,3.0,1.0
NORTH DAKOTA,North Dakota State University,North Dakota State University main,14747.0,25.0,17.0,8.0
NORTH DAKOTA,University of North Dakota,University of North Dakota main,14906.0,20.0,18.0,2.0
OHIO,Capital University,Capital University main,3494.0,14.0,8.0,6.0
OHIO,Columbus State Community College,Columbus State Community College main,24448.0,45.0,26.0,19.0
OHIO,Cuyahoga Community College,Cuyahoga Community College main,27084.0,38.0,27.0,11.0
OHIO,Kent State University,Kent State University main,29477.0,40.0,27.0,13.0
OHIO,Lakeland Community College,Lakeland Community College main,8250.0,13.0,9.0,4.0
OHIO,Miami University,Miami University main,18620.0,33.0,24.0,9.0
OHIO,Notre Dame College,Notre Dame College main,2281.0,9.0,8.0,1.0
OHIO,Ohio University,Ohio University main,29217.0,32.0,26.0,6.0
OHIO,Shawnee State University,Shawnee State University main,4247.0,11.0,8.0,3.0
OHIO,University of Akron,University of Akron main,23962.0,43.0,38.0,5.0
OHIO,University of Cincinnati,University of Cincinnati main,35313.0,143.0,70.0,73.0
OHIO,University of Toledo,University of Toledo main,20626.0,44.0,36.0,8.0
OHIO,Wright State University,Wright State University main,16842.0,25.0,18.0,7.0
OHIO,Youngstown State University,Youngstown State University main,12503.0,31.0,26.0,5.0
OKLAHOMA,Cameron University,Cameron University main,5537.0,13.0,13.0,0.0
OKLAHOMA,East Central University,East Central University main,4428.0,6.0,5.0,1.0
OKLAHOMA,Langston University,Langston University main,2482.0,17.0,13.0,4.0
OKLAHOMA,Northeastern Oklahoma A&M College,Northeastern Oklahoma A&M College main,2274.0,7.0,6.0,1.0
OKLAHOMA,Northeastern State University:,Northeastern State University: Broken Arrow2,0.0,11.0,8.0,3.0
OKLAHOMA,Northeastern State University:,Northeastern State University: Tahlequah,8310.0,15.0,12.0,3.0
OKLAHOMA,Oklahoma City University,Oklahoma City University main,3035.0,12.0,8.0,4.0
OKLAHOMA,Oklahoma State University:,Oklahoma State University: Main Campus,25962.0,42.0,31.0,11.0
OKLAHOMA,Oklahoma State University:,Oklahoma State University: Okmulgee,3379.0,6.0,6.0,0.0
OKLAHOMA,Oklahoma State University:,Oklahoma State University: Tulsa,664.0,10.0,8.0,2.0
OKLAHOMA,Rogers State University,Rogers State University main,4030.0,9.0,9.0,0.0
OKLAHOMA,Seminole State College,Seminole State College main,1895.0,2.0,2.0,0.0
OKLAHOMA,Southeastern Oklahoma State University,Southeastern Oklahoma State University main,3878.0,6.0,5.0,1.0
OKLAHOMA,Southwestern Oklahoma State University,Southwestern Oklahoma State University main,4994.0,6.0,5.0,1.0
OKLAHOMA,Tulsa Community College,Tulsa Community College main,17861.0,33.0,26.0,7.0
OKLAHOMA,University of Central Oklahoma,University of Central Oklahoma main,16840.0,26.0,16.0,10.0
OKLAHOMA,University of Oklahoma: ,University of Oklahoma:  Health Sciences Center,3499.0,61.0,44.0,17.0
OKLAHOMA,University of Oklahoma: ,University of Oklahoma:  Norman,27261.0,69.0,39.0,30.0
OREGON,Portland State University,Portland State University main,27696.0,27.0,6.0,21.0
OREGON,University of Oregon,University of Oregon main,24096.0,46.0,23.0,23.0
PENNSYLVANIA,Bloomsburg University,Bloomsburg University main,9998.0,20.0,15.0,5.0
PENNSYLVANIA,California University,California University main,7978.0,21.0,17.0,4.0
PENNSYLVANIA,Cheyney University,Cheyney University main,1022.0,16.0,12.0,4.0
PENNSYLVANIA,Clarion University,Clarion University main,5712.0,15.0,10.0,5.0
PENNSYLVANIA,Dickinson College,Dickinson College main,2364.0,20.0,14.0,6.0
PENNSYLVANIA,East Stroudsburg University,East Stroudsburg University main,6819.0,16.0,13.0,3.0
PENNSYLVANIA,Edinboro University,Edinboro University main,6837.0,15.0,14.0,1.0
PENNSYLVANIA,Indiana University,Indiana University main,14534.0,31.0,21.0,10.0
PENNSYLVANIA,Kutztown University,Kutztown University main,9218.0,19.0,16.0,3.0
PENNSYLVANIA,Lehigh University,Lehigh University main,7119.0,35.0,26.0,9.0
PENNSYLVANIA,Lock Haven University,Lock Haven University main,4917.0,14.0,12.0,2.0
PENNSYLVANIA,Mansfield University,Mansfield University main,2752.0,11.0,9.0,2.0
PENNSYLVANIA,Millersville University,Millersville University main,8047.0,16.0,14.0,2.0
PENNSYLVANIA,Moravian College,Moravian College main,1970.0,15.0,11.0,4.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Altoona,3903.0,11.0,9.0,2.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Beaver,720.0,6.0,6.0,0.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Behrend,4138.0,11.0,7.0,4.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Berks,2839.0,9.0,8.0,1.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Brandywine,1488.0,3.0,3.0,0.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Harrisburg,4519.0,9.0,8.0,1.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Hazleton,850.0,5.0,5.0,0.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: McKeesport,604.0,5.0,5.0,0.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Mont Alto,940.0,5.0,5.0,0.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Schuylkill,796.0,5.0,5.0,0.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: University Park,47040.0,76.0,49.0,27.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Wilkes-Barre,545.0,1.0,1.0,0.0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Worthington Scranton,1126.0,1.0,1.0,0.0
PENNSYLVANIA,Shippensburg University,Shippensburg University main,7355.0,18.0,16.0,2.0
PENNSYLVANIA,Slippery Rock University,Slippery Rock University main,8495.0,17.0,13.0,4.0
PENNSYLVANIA,University of Pittsburgh:,University of Pittsburgh: Bradford,1499.0,8.0,6.0,2.0
PENNSYLVANIA,University of Pittsburgh:,University of Pittsburgh: Greensburg,1578.0,8.0,7.0,1.0
PENNSYLVANIA,University of Pittsburgh:,University of Pittsburgh: Johnstown,2869.0,15.0,14.0,1.0
PENNSYLVANIA,University of Pittsburgh:,University of Pittsburgh: Pittsburgh,28617.0,170.0,97.0,73.0
PENNSYLVANIA,University of Pittsburgh:,University of Pittsburgh: Titusville,371.0,7.0,6.0,1.0
PENNSYLVANIA,West Chester University,West Chester University main,16086.0,26.0,25.0,1.0
RHODE ISLAND,Brown University,Brown University main,9181.0,94.0,53.0,41.0
RHODE ISLAND,University of Rhode Island,University of Rhode Island main,16571.0,32.0,27.0,5.0
SOUTH CAROLINA,Benedict College,Benedict College main,2444.0,25.0,22.0,3.0
SOUTH CAROLINA,Bob Jones University,Bob Jones University main,3108.0,4.0,4.0,0.0
SOUTH CAROLINA,Clemson University,Clemson University main,21857.0,37.0,27.0,10.0
SOUTH CAROLINA,Coastal Carolina University,Coastal Carolina University main,9976.0,84.0,33.0,51.0
SOUTH CAROLINA,College of Charleston,College of Charleston main,11456.0,38.0,30.0,8.0
SOUTH CAROLINA,Columbia College,Columbia College main,1221.0,15.0,14.0,1.0
SOUTH CAROLINA,Denmark Technical College,Denmark Technical College main,1678.0,10.0,5.0,5.0
SOUTH CAROLINA,Erskine College,Erskine College main,753.0,2.0,2.0,0.0
SOUTH CAROLINA,Francis Marion University,Francis Marion University main,3944.0,14.0,12.0,2.0
SOUTH CAROLINA,Furman University,Furman University main,2973.0,21.0,15.0,6.0
SOUTH CAROLINA,Greenville Technical College,Greenville Technical College main,12592.0,11.0,7.0,4.0
SOUTH CAROLINA,Lander University,Lander University main,2787.0,22.0,12.0,10.0
SOUTH CAROLINA,Midlands Technical College,Midlands Technical College main,11424.0,9.0,8.0,1.0
SOUTH CAROLINA,Orangeburg-Calhoun Technical College,Orangeburg-Calhoun Technical College main,3060.0,4.0,4.0,0.0
SOUTH CAROLINA,Presbyterian College,Presbyterian College main,1460.0,7.0,6.0,1.0
SOUTH CAROLINA,South Carolina State University,South Carolina State University main,3331.0,19.0,10.0,9.0
SOUTH CAROLINA,Spartanburg Methodist College,Spartanburg Methodist College main,793.0,5.0,5.0,0.0
SOUTH CAROLINA,The Citadel,The Citadel main,3592.0,17.0,16.0,1.0
SOUTH CAROLINA,Trident Technical College,Trident Technical College main,16136.0,27.0,24.0,3.0
SOUTH CAROLINA,University of South Carolina:,University of South Carolina: Aiken,3444.0,10.0,9.0,1.0
SOUTH CAROLINA,University of South Carolina:,University of South Carolina: Beaufort,1794.0,11.0,11.0,0.0
SOUTH CAROLINA,University of South Carolina:,University of South Carolina: Columbia,32971.0,86.0,62.0,24.0
SOUTH CAROLINA,University of South Carolina:,University of South Carolina: Upstate,5585.0,13.0,12.0,1.0
SOUTH CAROLINA,Winthrop University,Winthrop University main,6024.0,19.0,14.0,5.0
SOUTH DAKOTA,South Dakota State University,South Dakota State University main,12543.0,13.0,12.0,1.0
TENNESSEE,Austin Peay State University,Austin Peay State University main,10111.0,26.0,17.0,9.0
TENNESSEE,Chattanooga State Community College,Chattanooga State Community College main,9332.0,21.0,8.0,13.0
TENNESSEE,Christian Brothers University,Christian Brothers University main,1667.0,19.0,9.0,10.0
TENNESSEE,Cleveland State Community College,Cleveland State Community College main,3522.0,5.0,4.0,1.0
TENNESSEE,East Tennessee State University,East Tennessee State University main,14434.0,26.0,19.0,7.0
TENNESSEE,Jackson State Community College,Jackson State Community College main,4924.0,5.0,4.0,1.0
TENNESSEE,Lincoln Memorial University,Lincoln Memorial University main,3735.0,18.0,7.0,11.0
TENNESSEE,Middle Tennessee State University,Middle Tennessee State University main,22729.0,47.0,38.0,9.0
TENNESSEE,Northeast State Community College,Northeast State Community College main,5865.0,8.0,8.0,0.0
TENNESSEE,Roane State Community College,Roane State Community College main,5832.0,8.0,6.0,2.0
TENNESSEE,Southwest Tennessee Community College,Southwest Tennessee Community College main,10227.0,21.0,9.0,12.0
TENNESSEE,Tennessee State University,Tennessee State University main,9027.0,59.0,23.0,36.0
TENNESSEE,Tennessee Technological University,Tennessee Technological University main,11339.0,19.0,12.0,7.0
TENNESSEE,University of Memphis,University of Memphis main,21059.0,41.0,37.0,4.0
TENNESSEE,University of Tennessee:,University of Tennessee: Chattanooga,11670.0,24.0,17.0,7.0
TENNESSEE,University of Tennessee:,University of Tennessee: Health Science Center2,0.0,57.0,23.0,34.0
TENNESSEE,University of Tennessee:,University of Tennessee: Knoxville,30386.0,77.0,50.0,27.0
TENNESSEE,University of Tennessee:,University of Tennessee: Martin,7042.0,16.0,12.0,4.0
TENNESSEE,University of the South,University of the South main,1714.0,16.0,12.0,4.0
TENNESSEE,Vanderbilt University,Vanderbilt University main,12686.0,216.0,90.0,126.0
TENNESSEE,Volunteer State Community College,Volunteer State Community College main,7664.0,9.0,7.0,2.0
TENNESSEE,Walters State Community College,Walters State Community College main,6005.0,10.0,8.0,2.0
TEXAS,Abilene Christian University,Abilene Christian University main,4427.0,15.0,14.0,1.0
TEXAS,Alamo Community College District,Alamo Community College District main,55967.0,92.0,74.0,18.0
TEXAS,Alvin Community College,Alvin Community College main,4837.0,10.0,8.0,2.0
TEXAS,Austin College,Austin College main,1301.0,8.0,7.0,1.0
TEXAS,Baylor Health Care System2,Baylor Health Care System2 main,0.0,167.0,58.0,109.0
TEXAS,Baylor University,Baylor University Waco,16263.0,44.0,33.0,11.0
TEXAS,Brookhaven College,Brookhaven College main,12403.0,28.0,16.0,12.0
TEXAS,Central Texas College,Central Texas College main,20547.0,8.0,7.0,1.0
TEXAS,College of the Mainland,College of the Mainland main,3858.0,7.0,7.0,0.0
TEXAS,Grayson College,Grayson College main,4636.0,2.0,2.0,0.0
TEXAS,Hardin-Simmons University,Hardin-Simmons University main,2084.0,8.0,7.0,1.0
TEXAS,Houston Baptist University,Houston Baptist University main,3128.0,15.0,13.0,2.0
TEXAS,Houston Community College,Houston Community College main,58276.0,112.0,75.0,37.0
TEXAS,Laredo Community College,Laredo Community College main,8307.0,23.0,21.0,2.0
TEXAS,McLennan Community College,McLennan Community College main,8294.0,14.0,7.0,7.0
TEXAS,Mountain View College,Mountain View College main,8950.0,11.0,11.0,0.0
TEXAS,Rice University,Rice University main,6621.0,41.0,29.0,12.0
TEXAS,Southern Methodist University,Southern Methodist University main,11272.0,37.0,29.0,8.0
TEXAS,South Plains College,South Plains College main,9661.0,6.0,6.0,0.0
TEXAS,Southwestern University,Southwestern University main,1538.0,6.0,5.0,1.0
TEXAS,Stephen F. Austin State University,Stephen F. Austin State University main,12801.0,49.0,27.0,22.0
TEXAS,Sul Ross State University,Sul Ross State University main,2873.0,9.0,7.0,2.0
TEXAS,Tarleton State University,Tarleton State University main,11681.0,19.0,15.0,4.0
TEXAS,Texas A&M International University,Texas A&M International University main,7554.0,25.0,18.0,7.0
TEXAS,Texas A&M University:,Texas A&M University: Central Texas2,0.0,9.0,6.0,3.0
TEXAS,Texas A&M University:,Texas A&M University: Commerce,12111.0,25.0,19.0,6.0
TEXAS,Texas A&M University:,Texas A&M University: Corpus Christi,11256.0,25.0,14.0,11.0
TEXAS,Texas A&M University:,Texas A&M University: Galveston2,0.0,8.0,7.0,1.0
TEXAS,Texas A&M University:,Texas A&M University: Kingsville,13246.0,20.0,15.0,5.0
TEXAS,Texas Christian University,Texas Christian University main,10033.0,47.0,28.0,19.0
TEXAS,Texas State Technical College:,Texas State Technical College: Harlingen,5225.0,12.0,8.0,4.0
TEXAS,Texas State Technical College:,Texas State Technical College: Waco,4114.0,12.0,10.0,2.0
TEXAS,Texas State University,Texas State University San Marcos,36739.0,43.0,33.0,10.0
TEXAS,Texas Tech University,Texas Tech University Lubbock,35158.0,134.0,60.0,74.0
TEXAS,Texas Woman's University,Texas Woman's University main,15071.0,44.0,19.0,25.0
TEXAS,Tyler Junior College,Tyler Junior College main,11168.0,26.0,20.0,6.0
TEXAS,University of Houston:,University of Houston: Central Campus,40914.0,123.0,49.0,74.0
TEXAS,University of Houston:,University of Houston: Clearlake,8665.0,27.0,16.0,11.0
TEXAS,University of Houston:,University of Houston: Downtown Campus,14439.0,39.0,19.0,20.0
TEXAS,University of Mary Hardin-Baylor,University of Mary Hardin-Baylor main,3740.0,11.0,8.0,3.0
TEXAS,University of Texas:,University of Texas: Arlington,39740.0,107.0,35.0,72.0
TEXAS,University of Texas:,"University of Texas: Health Science Center, San Antonio",3147.0,102.0,40.0,62.0
TEXAS,University of Texas:,"University of Texas: Health Science Center, Tyler2",0.0,27.0,8.0,19.0
TEXAS,University of Texas:,University of Texas: Houston,4859.0,363.0,96.0,267.0
TEXAS,University of Texas:,University of Texas: Medical Branch,3211.0,120.0,63.0,57.0
TEXAS,University of Texas:,University of Texas: San Antonio,28628.0,128.0,43.0,85.0
TEXAS,University of Texas:,University of Texas: Tyler,8036.0,27.0,13.0,14.0
TEXAS,West Texas A&M University,West Texas A&M University main,8972.0,26.0,15.0,11.0
UTAH,Brigham Young University,Brigham Young University main,30484.0,43.0,32.0,11.0
UTAH,Southern Utah University,Southern Utah University main,7656.0,6.0,5.0,1.0
UTAH,University of Utah,University of Utah main,31515.0,118.0,37.0,81.0
UTAH,Utah State University:,Utah State University: Eastern2,0.0,8.0,7.0,1.0
UTAH,Utah State University:,Utah State University: Logan,27662.0,18.0,12.0,6.0
UTAH,Utah Valley University,Utah Valley University main,31332.0,12.0,10.0,2.0
UTAH,Weber State University,Weber State University main,25954.0,13.0,11.0,2.0
VERMONT,University of Vermont,University of Vermont main,12856.0,26.0,17.0,9.0
VIRGINIA,Bridgewater College,Bridgewater College main,1785.0,13.0,7.0,6.0
VIRGINIA,Christopher Newport University,Christopher Newport University main,5221.0,29.0,20.0,9.0
VIRGINIA,College of William and Mary,College of William and Mary main,8437.0,28.0,20.0,8.0
VIRGINIA,Eastern Virginia Medical School,Eastern Virginia Medical School main,1049.0,49.0,21.0,28.0
VIRGINIA,Emory and Henry College,Emory and Henry College main,1038.0,4.0,2.0,2.0
VIRGINIA,Ferrum College,Ferrum College main,1451.0,9.0,9.0,0.0
VIRGINIA,George Mason University,George Mason University main,33729.0,63.0,47.0,16.0
VIRGINIA,Germanna Community College,Germanna Community College main,7282.0,34.0,3.0,31.0
VIRGINIA,Hampton University,Hampton University main,4393.0,48.0,27.0,21.0
VIRGINIA,James Madison University,James Madison University main,20855.0,40.0,30.0,10.0
VIRGINIA,J. Sargeant Reynolds Community College,J. Sargeant Reynolds Community College main,11861.0,25.0,14.0,11.0
VIRGINIA,Longwood University,Longwood University main,5096.0,24.0,15.0,9.0
VIRGINIA,Lord Fairfax Community College,Lord Fairfax Community College main,6996.0,3.0,3.0,0.0
VIRGINIA,Norfolk State University,Norfolk State University main,6027.0,34.0,20.0,14.0
VIRGINIA,Northern Virginia Community College,Northern Virginia Community College main,51487.0,57.0,47.0,10.0
VIRGINIA,Old Dominion University,Old Dominion University main,24932.0,59.0,47.0,12.0
VIRGINIA,Radford University,Radford University main,9798.0,31.0,22.0,9.0
VIRGINIA,Richard Bland College,Richard Bland College main,1525.0,3.0,3.0,0.0
VIRGINIA,Thomas Nelson Community College,Thomas Nelson Community College main,10436.0,10.0,6.0,4.0
VIRGINIA,University of Mary Washington,University of Mary Washington main,4535.0,19.0,14.0,5.0
VIRGINIA,University of Richmond,University of Richmond main,4182.0,36.0,22.0,14.0
VIRGINIA,University of Virginia,University of Virginia main,23732.0,120.0,48.0,72.0
VIRGINIA,University of Virginia's College at Wise,University of Virginia's College at Wise main,2183.0,10.0,9.0,1.0
VIRGINIA,Virginia Commonwealth University,Virginia Commonwealth University main,30848.0,126.0,91.0,35.0
VIRGINIA,Virginia Military Institute,Virginia Military Institute main,1700.0,9.0,8.0,1.0
VIRGINIA,Virginia Polytechnic Institute and State University,Virginia Polytechnic Institute and State University main,31224.0,69.0,45.0,24.0
VIRGINIA,Virginia State University,Virginia State University main,5025.0,35.0,20.0,15.0
VIRGINIA,Virginia Western Community College,Virginia Western Community College main,8632.0,9.0,9.0,0.0
WASHINGTON,Central Washington University,Central Washington University main,11799.0,14.0,12.0,2.0
WASHINGTON,Eastern Washington University,Eastern Washington University main,13453.0,15.0,14.0,1.0
WASHINGTON,Evergreen State College,Evergreen State College main,4219.0,15.0,9.0,6.0
WASHINGTON,University of Washington,University of Washington main,44784.0,85.0,42.0,43.0
WASHINGTON,Washington State University:,Washington State University: Pullman,28686.0,24.0,19.0,5.0
WASHINGTON,Washington State University:,Washington State University: Vancouver2,0.0,6.0,3.0,3.0
WASHINGTON,Western Washington University,Western Washington University main,15060.0,17.0,13.0,4.0
WEST VIRGINIA,Bluefield State College,Bluefield State College main,1563.0,2.0,2.0,0.0
WEST VIRGINIA,Concord University,Concord University main,2545.0,10.0,7.0,3.0
WEST VIRGINIA,Fairmont State University,Fairmont State University main,4035.0,14.0,10.0,4.0
WEST VIRGINIA,Glenville State College,Glenville State College main,1802.0,6.0,3.0,3.0
WEST VIRGINIA,Marshall University,Marshall University main,13381.0,19.0,18.0,1.0
WEST VIRGINIA,Potomac State College,Potomac State College main,1540.0,7.0,6.0,1.0
WEST VIRGINIA,Shepherd University,Shepherd University main,4041.0,10.0,8.0,2.0
WEST VIRGINIA,West Liberty University,West Liberty University main,2694.0,5.0,5.0,0.0
WEST VIRGINIA,West Virginia State University,West Virginia State University main,2884.0,8.0,5.0,3.0
WEST VIRGINIA,West Virginia Tech,West Virginia Tech main,1261.0,7.0,7.0,0.0
WEST VIRGINIA,West Virginia University,West Virginia University main,29175.0,71.0,53.0,18.0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Eau Claire,10721.0,11.0,11.0,0.0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Green Bay,6927.0,12.0,10.0,2.0
WISCONSIN,University of Wisconsin:,University of Wisconsin: La Crosse,10669.0,16.0,9.0,7.0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Madison,42598.0,123.0,62.0,61.0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Milwaukee,27596.0,53.0,37.0,16.0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Oshkosh,14541.0,15.0,13.0,2.0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Parkside,4543.0,14.0,10.0,4.0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Platteville,8901.0,8.0,7.0,1.0
WISCONSIN,University of Wisconsin:,University of Wisconsin: River Falls,6198.0,6.0,6.0,0.0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Stevens Point,9330.0,5.0,2.0,3.0
