state,university/college,campus,student_enrollment,violent_crime,murder_and_nonnegligent_manslaughter,rape_revised_definition,rape_legacy_definition,robbery,aggravated_assault,property_crime,burglary,larceny-_theft,motor_vehicle_theft,arson
MASSACHUSETTS,Bunker Hill Community College,Bunker Hill Community College main,13142,0,0,0,0,0,0,46,0,46,0,0
MASSACHUSETTS,Cape Cod Community College,Cape Cod Community College main,3627,0,0,0,0,0,0,1,0,1,0,0
MASSACHUSETTS,Clark University,Clark University main,3485,3,0,1,0,0,2,45,10,34,1,0
MASSACHUSETTS,College of the Holy Cross,College of the Holy Cross main,2729,3,0,2,0,0,1,37,4,33,0,0
MASSACHUSETTS,Curry College,Curry College main,2950,0,0,0,0,0,0,2,0,2,0,0
MASSACHUSETTS,Dean College,Dean College main,1363,2,0,2,0,0,0,31,13,18,0,0
MASSACHUSETTS,Emerson College,Emerson College main,4479,14,0,8,0,2,4,40,6,34,0,0
MASSACHUSETTS,Endicott College,Endicott College main,4695,0,0,0,0,0,0,0,0,0,0,0
MASSACHUSETTS,Fitchburg State University,Fitchburg State University main,6598,9,0,4,0,0,5,19,2,17,0,0
MASSACHUSETTS,Framingham State University,Framingham State University main,6398,0,0,0,0,0,0,21,1,20,0,0
MASSACHUSETTS,Gordon College,Gordon College main,2045,0,0,0,0,0,0,47,0,47,0,0
MASSACHUSETTS,Greenfield Community College,Greenfield Community College main,2050,0,0,0,0,0,0,8,0,8,0,0
MASSACHUSETTS,Hampshire College,Hampshire College main,1410,2,0,1,0,0,1,33,4,29,0,0
MASSACHUSETTS,Harvard University,Harvard University main,29652,3,0,1,0,0,2,574,74,499,1,0
MASSACHUSETTS,Lasell College,Lasell College main,2160,8,0,0,0,0,8,14,3,11,0,0
MASSACHUSETTS,Massachusetts Bay Community College,Massachusetts Bay Community College main,4859,1,0,0,0,0,1,6,0,6,0,0
MASSACHUSETTS,Massachusetts College of Art,Massachusetts College of Art main,1990,1,0,0,0,0,1,27,0,27,0,0
MASSACHUSETTS,Massachusetts College of Liberal Arts,Massachusetts College of Liberal Arts main,1641,4,0,1,0,0,3,28,5,23,0,0
MASSACHUSETTS,Massachusetts Institute of Technology,Massachusetts Institute of Technology main,11331,4,0,0,0,0,4,334,19,313,2,0
MASSACHUSETTS,Massasoit Community College,Massasoit Community College main,7637,3,0,0,0,0,3,15,1,14,0,0
MASSACHUSETTS,MCPHS University,MCPHS University main,7074,1,0,0,0,1,0,9,0,9,0,0
MASSACHUSETTS,Merrimack College,Merrimack College main,3620,2,0,1,0,1,0,38,6,32,0,0
MASSACHUSETTS,Mount Holyoke College,Mount Holyoke College main,2215,3,0,3,0,0,0,56,13,42,1,1
MASSACHUSETTS,Mount Ida College,Mount Ida College main,1345,2,0,0,0,0,2,12,1,11,0,0
MASSACHUSETTS,Mount Wachusett Community College,Mount Wachusett Community College main,4074,0,0,0,0,0,0,30,0,30,0,0
MASSACHUSETTS,Northeastern University,Northeastern University main,19940,25,0,11,0,6,8,253,13,240,0,0
MASSACHUSETTS,North Shore Community College,North Shore Community College main,6961,4,0,0,0,1,3,17,0,17,0,0
MASSACHUSETTS,Regis College,Regis College main,1954,1,0,1,0,0,0,3,0,3,0,0
MASSACHUSETTS,Salem State University,Salem State University main,9215,7,0,5,0,0,2,53,12,41,0,0
MASSACHUSETTS,Smith College,Smith College main,2874,2,0,2,0,0,0,43,3,40,0,0
MASSACHUSETTS,Springfield College,Springfield College main,3241,6,0,5,0,0,1,34,1,30,3,0
MASSACHUSETTS,Springfield Technical Community College,Springfield Technical Community College main,6286,0,0,0,0,0,0,18,0,18,0,0
MASSACHUSETTS,Stonehill College,Stonehill College main,2400,7,0,1,0,0,6,10,1,9,0,0
MASSACHUSETTS,Tufts University:,Tufts University: Medford,11137,7,0,4,0,2,1,74,19,55,0,1
MASSACHUSETTS,Tufts University:,Tufts University: Suffolk,0,1,0,1,0,0,0,23,2,21,0,0
MASSACHUSETTS,Tufts University:,Tufts University: Worcester,0,0,0,0,0,0,0,5,3,2,0,0
MASSACHUSETTS,University of Massachusetts: ,University of Massachusetts:  Amherst,29269,14,0,2,0,2,10,229,13,215,1,4
MASSACHUSETTS,University of Massachusetts: ,University of Massachusetts:  Dartmouth,8916,17,0,8,0,0,9,77,5,68,4,0
MASSACHUSETTS,University of Massachusetts: ,"University of Massachusetts:  Harbor Campus, Boston",17030,2,0,0,0,0,2,75,2,72,1,0
MASSACHUSETTS,University of Massachusetts: ,"University of Massachusetts:  Medical Center, Worcester",1079,21,0,0,0,0,21,64,1,60,3,1
MASSACHUSETTS,Wellesley College,Wellesley College main,2510,1,0,0,0,0,1,28,4,24,0,0
MASSACHUSETTS,Wentworth Institute of Technology,Wentworth Institute of Technology main,4576,4,0,0,0,1,3,56,6,50,0,0
MASSACHUSETTS,Western New England University,Western New England University main,3912,5,0,5,0,0,0,52,1,50,1,0
MASSACHUSETTS,Westfield State University,Westfield State University main,6496,2,0,2,0,0,0,25,1,24,0,1
MASSACHUSETTS,Worcester Polytechnic Institute,Worcester Polytechnic Institute main,6573,0,0,0,0,0,0,35,4,31,0,0
MICHIGAN,Central Michigan University,Central Michigan University main,26825,5,0,5,0,0,0,83,0,82,1,0
MICHIGAN,Delta College,Delta College main,9291,0,0,0,0,0,0,11,0,11,0,0
MICHIGAN,Eastern Michigan University,Eastern Michigan University main,21824,19,0,11,0,3,5,150,5,139,6,4
MICHIGAN,Ferris State University,Ferris State University main,14715,5,0,1,0,0,4,38,6,32,0,0
MICHIGAN,Grand Rapids Community College,Grand Rapids Community College main,14926,0,0,0,0,0,0,71,2,69,0,0
MICHIGAN,Grand Valley State University,Grand Valley State University main,25325,8,0,5,0,1,2,134,6,126,2,0
MICHIGAN,Kalamazoo Valley Community College,Kalamazoo Valley Community College main,8836,2,0,1,0,1,0,27,0,27,0,0
MICHIGAN,Kellogg Community College,Kellogg Community College main,5081,0,0,0,0,0,0,10,0,10,0,0
MICHIGAN,Lansing Community College,Lansing Community College main,14851,1,0,0,0,0,1,37,0,36,1,0
MICHIGAN,Macomb Community College,Macomb Community College main,22182,0,0,0,0,0,0,21,1,20,0,0
MICHIGAN,Michigan State University,Michigan State University main,50538,38,0,15,0,10,13,578,65,487,26,0
MICHIGAN,Michigan Technological University,Michigan Technological University main,7218,1,0,1,0,0,0,50,0,50,0,0
MICHIGAN,Mott Community College,Mott Community College main,8617,2,0,1,0,0,1,36,3,33,0,0
MICHIGAN,Northern Michigan University,Northern Michigan University main,8303,4,0,3,0,0,1,85,3,82,0,0
MICHIGAN,Oakland Community College,Oakland Community College main,21061,0,0,0,0,0,0,27,1,26,0,0
MICHIGAN,Oakland University,Oakland University main,20261,0,0,0,0,0,0,37,3,33,1,0
MICHIGAN,Saginaw Valley State University,Saginaw Valley State University main,9633,4,0,3,0,0,1,48,0,48,0,0
MICHIGAN,Schoolcraft College,Schoolcraft College main,11687,0,0,0,0,0,0,14,0,14,0,0
MICHIGAN,University of Michigan: ,University of Michigan:  Ann Arbor,43651,13,0,5,0,2,6,534,12,518,4,3
MICHIGAN,University of Michigan: ,University of Michigan:  Dearborn,9066,0,0,0,0,0,0,31,1,19,11,0
MICHIGAN,University of Michigan: ,University of Michigan:  Flint,8470,1,0,1,0,0,0,59,0,58,1,0
MICHIGAN,Western Michigan University,Western Michigan University main,23529,16,0,7,0,3,6,150,2,148,0,2
MINNESOTA,University of Minnesota:,University of Minnesota: Duluth,10878,5,0,3,0,1,1,55,6,48,1,0
MINNESOTA,University of Minnesota:,University of Minnesota: Morris,1856,0,0,0,0,0,0,8,2,6,0,0
MINNESOTA,University of Minnesota:,University of Minnesota: Twin Cities,50678,8,0,2,0,4,2,485,23,452,10,0
MISSISSIPPI,Coahoma Community College,Coahoma Community College main,2148,1,0,0,0,1,0,16,12,3,1,0
MISSISSIPPI,Jackson State University,Jackson State University main,9802,17,0,3,0,8,6,221,36,179,6,0
MISSISSIPPI,Mississippi State University,Mississippi State University main,20873,7,0,4,0,0,3,165,14,149,2,0
MISSISSIPPI,Northeast Mississippi Community College,Northeast Mississippi Community College main,3569,1,0,0,0,0,1,29,0,29,0,0
MISSISSIPPI,University of Mississippi: ,University of Mississippi:  Medical Center,0,1,0,0,0,0,1,112,0,109,3,0
MISSISSIPPI,University of Mississippi: ,University of Mississippi:  Oxford,23212,6,0,0,5,0,1,160,11,148,1,0
MISSOURI,Jefferson College,Jefferson College main,4705,0,0,0,0,0,0,2,0,2,0,0
MISSOURI,Lincoln University,Lincoln University main,2944,10,0,3,0,0,7,60,14,46,0,0
MISSOURI,Metropolitan Community College,Metropolitan Community College main,17821,1,0,0,0,0,1,30,2,24,4,0
MISSOURI,Mineral Area College,Mineral Area College main,4388,0,0,0,0,0,0,1,1,0,0,0
MISSOURI,Missouri Southern State University,Missouri Southern State University main,5783,2,0,2,0,0,0,29,10,18,1,0
MISSOURI,Missouri University of Science and Technology,Missouri University of Science and Technology main,8886,3,0,1,0,0,2,56,7,47,2,1
MISSOURI,Missouri Western State University,Missouri Western State University main,5513,2,0,2,0,0,0,15,2,11,2,0
MISSOURI,Northwest Missouri State University,Northwest Missouri State University main,6593,4,0,3,0,1,0,36,3,33,0,0
MISSOURI,Southeast Missouri State University,Southeast Missouri State University main,11987,7,0,4,0,0,3,36,4,31,1,0
MISSOURI,St. Charles Community College,St. Charles Community College main,6865,0,0,0,0,0,0,11,0,11,0,0
MISSOURI,St. Louis Community College: ,St. Louis Community College:  Florissant Valley,0,2,0,0,0,0,2,18,0,18,0,0
MISSOURI,St. Louis Community College: ,St. Louis Community College:  Meramec,18902,0,0,0,0,0,0,22,1,21,0,0
MISSOURI,Truman State University,Truman State University main,6208,2,0,1,0,0,1,51,3,48,0,0
MISSOURI,University of Central Missouri,University of Central Missouri main,14395,25,0,12,0,2,11,146,10,135,1,0
MISSOURI,University of Missouri: ,University of Missouri:  Columbia,35424,9,0,7,0,0,2,228,4,218,6,0
MISSOURI,University of Missouri: ,University of Missouri:  Kansas City,16685,5,0,1,0,3,1,64,15,45,4,0
MISSOURI,University of Missouri: ,University of Missouri:  St. Louis,16738,5,0,3,0,2,0,80,3,76,1,0
MISSOURI,Washington University,Washington University main,14688,4,0,0,0,1,3,90,1,88,1,0
MONTANA,Montana State University,Montana State University main,15236,12,0,8,0,0,4,212,13,193,6,5
MONTANA,University of Montana,University of Montana main,13044,6,0,1,0,1,4,127,3,122,2,1
NEBRASKA,Metropolitan Community College,Metropolitan Community College Douglas County,14812,2,0,0,0,0,2,32,0,32,0,0
NEBRASKA,University of Nebraska:,University of Nebraska: Kearney,6747,4,0,4,0,0,0,29,2,27,0,0
NEBRASKA,University of Nebraska:,University of Nebraska: Lincoln,25260,15,0,11,0,1,3,187,6,175,6,1
NEVADA,College of Southern Nevada,College of Southern Nevada main,33313,0,0,0,0,0,0,25,9,7,9,0
NEVADA,University of Nevada:,University of Nevada: Las Vegas,28600,11,0,2,0,4,5,279,12,214,53,1
NEVADA,University of Nevada:,University of Nevada: Reno,20898,1,0,1,0,0,0,179,11,161,7,0
NEW HAMPSHIRE,University of New Hampshire,University of New Hampshire main,15351,26,0,25,0,0,1,105,4,101,0,0
NEW JERSEY,Brookdale Community College,Brookdale Community College main,13835,0,0,0,0,0,0,23,1,22,0,0
NEW JERSEY,Essex County College,Essex County College main,10954,1,0,0,0,1,0,48,1,47,0,0
NEW JERSEY,Kean University,Kean University main,14112,1,0,0,0,1,0,128,6,119,3,0
NEW JERSEY,Middlesex County College,Middlesex County College main,11662,0,0,0,0,0,0,17,0,17,0,0
NEW JERSEY,Monmouth University,Monmouth University main,6394,1,0,0,0,1,0,45,0,42,3,0
NEW JERSEY,Montclair State University,Montclair State University main,20465,3,0,0,0,0,3,84,1,82,1,0
NEW JERSEY,New Jersey Institute of Technology,New Jersey Institute of Technology main,11325,6,0,3,0,3,0,101,8,89,4,0
NEW JERSEY,Princeton University,Princeton University main,8138,8,0,3,0,5,0,274,28,232,14,0
NEW JERSEY,Rowan University,Rowan University main,16155,8,0,6,0,0,2,210,65,144,1,0
NEW JERSEY,Rutgers University: ,Rutgers University:  Camden,6408,7,0,0,0,3,4,80,4,74,2,0
NEW JERSEY,Rutgers University: ,Rutgers University:  Newark,11720,10,0,1,0,7,2,256,9,242,5,0
NEW JERSEY,Rutgers University: ,Rutgers University:  New Brunswick,49428,29,0,11,0,2,16,542,60,482,0,1
NEW JERSEY,Stevens Institute of Technology,Stevens Institute of Technology main,6359,0,0,0,0,0,0,17,1,16,0,0
NEW JERSEY,Stockton University,Stockton University main,8674,2,0,2,0,0,0,39,0,39,0,0
NEW JERSEY,The College of New Jersey,The College of New Jersey main,7406,1,0,1,0,0,0,91,23,62,6,1
NEW JERSEY,William Paterson University,William Paterson University main,10862,0,0,0,0,0,0,63,4,59,0,0
NEW MEXICO,Eastern New Mexico University,Eastern New Mexico University main,5725,5,0,0,3,0,2,46,9,37,0,0
NEW MEXICO,New Mexico Institute of  Mining and Technology,New Mexico Institute of  Mining and Technology main,2150,0,0,0,0,0,0,92,3,88,1,0
NEW MEXICO,New Mexico Military Institute,New Mexico Military Institute main,428,2,0,0,1,0,1,32,2,29,1,0
NEW MEXICO,New Mexico State University,New Mexico State University main,15490,20,0,0,6,3,11,267,34,223,10,0
NEW MEXICO,University of New Mexico,University of New Mexico main,27285,23,0,0,5,5,13,736,35,577,124,0
NEW MEXICO,Western New Mexico University,Western New Mexico University main,3354,1,0,0,0,0,1,22,3,18,1,0
NEW YORK,Cornell University,Cornell University main,21904,7,0,4,0,1,2,217,19,196,2,1
NEW YORK,Ithaca College,Ithaca College main,6769,10,0,10,0,0,0,90,11,78,1,0
NEW YORK,State University of New York: ,State University of New York:  Binghamton,16913,9,0,4,0,2,3,166,10,156,0,2
NEW YORK,State University of New York: ,State University of New York:  Buffalo,29796,10,0,3,0,3,4,268,23,243,2,1
NEW YORK,State University of New York: ,State University of New York:  Downstate Medical Center,1858,1,0,0,0,1,0,69,0,69,0,0
NEW YORK,State University of New York: ,State University of New York:  Maritime College,1860,0,0,0,0,0,0,25,5,20,0,0
NEW YORK,State University of New York: ,State University of New York:  Stony Brook,25272,14,0,3,0,1,10,250,17,232,1,3
NEW YORK,State University of New York: ,State University of New York:  Upstate Medical Center,1480,2,0,0,0,1,1,80,1,78,1,0
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Alfred,3699,3,0,3,0,0,0,47,5,41,1,0
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Canton,3140,3,0,2,0,0,1,39,2,37,0,0
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Cobleskill,2441,2,0,1,0,1,0,23,3,20,0,0
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Farmingdale,8648,1,0,1,0,0,0,41,1,39,1,0
NEW YORK,State University of New York Agricultural and Technical College:,State University of New York Agricultural and Technical College: Morrisville,2940,5,0,3,0,0,2,26,3,23,0,0
NEW YORK,State University of New York College:,State University of New York College: Brockport,8161,2,0,1,0,1,0,51,7,44,0,0
NEW YORK,State University of New York College:,State University of New York College: Buffalo,10330,18,0,15,0,2,1,155,12,143,0,4
NEW YORK,State University of New York College:,State University of New York College: Cortland,6926,1,0,1,0,0,0,64,7,57,0,0
NEW YORK,State University of New York College:,State University of New York College: Environmental Science and Forestry,2222,0,0,0,0,0,0,20,1,19,0,0
NEW YORK,State University of New York College:,State University of New York College: Fredonia,4842,0,0,0,0,0,0,34,4,30,0,0
NEW YORK,State University of New York College:,State University of New York College: Geneseo,5699,1,0,1,0,0,0,80,9,71,0,0
NEW YORK,State University of New York College:,State University of New York College: New Paltz,7751,2,0,2,0,0,0,26,3,23,0,0
NEW YORK,State University of New York College:,State University of New York College: Oneonta,6119,6,0,6,0,0,0,38,1,37,0,0
NEW YORK,State University of New York College:,State University of New York College: Optometry,381,0,0,0,0,0,0,5,0,5,0,0
NEW YORK,State University of New York College:,State University of New York College: Oswego,7937,6,0,5,0,0,1,89,15,72,2,0
NEW YORK,State University of New York College:,State University of New York College: Potsdam,3904,6,0,3,0,0,3,66,7,59,0,0
NEW YORK,State University of New York College:,State University of New York College: Purchase,4169,1,0,1,0,0,0,43,7,36,0,1
NEW YORK,State University of New York College:,State University of New York College: Technology,3457,1,0,0,0,1,0,59,9,50,0,0
NEW YORK,State University of New York College:,State University of New York College: Utica-Rome,2779,2,0,1,0,0,1,7,0,7,0,0
NORTH CAROLINA,Appalachian State University,Appalachian State University main,17932,4,0,0,4,0,0,70,17,52,1,1
NORTH CAROLINA,Duke University,Duke University main,15984,10,0,0,3,5,2,466,26,430,10,0
NORTH CAROLINA,East Carolina University,East Carolina University main,28289,13,0,0,6,4,3,144,12,132,0,1
NORTH CAROLINA,Elizabeth City State University,Elizabeth City State University main,1585,4,0,0,3,0,1,44,15,27,2,1
NORTH CAROLINA,Elon University,Elon University main,6631,2,0,0,2,0,0,12,0,11,1,0
NORTH CAROLINA,Fayetteville State University,Fayetteville State University main,6104,9,0,0,3,3,3,53,13,39,1,0
NORTH CAROLINA,Methodist University,Methodist University main,2474,1,0,0,0,0,1,57,6,51,0,0
NORTH CAROLINA,North Carolina Agricultural and Technical State University,North Carolina Agricultural and Technical State University main,10852,8,0,0,4,2,2,189,51,136,2,1
NORTH CAROLINA,North Carolina Central University,North Carolina Central University main,8011,17,0,0,7,2,8,133,31,100,2,0
NORTH CAROLINA,North Carolina State University,North Carolina State University Raleigh,34015,17,0,0,7,5,5,264,32,226,6,0
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Asheville,3891,1,0,0,1,0,0,19,0,19,0,0
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Chapel Hill,29084,12,0,0,4,7,1,204,14,187,3,0
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Charlotte,27983,2,0,0,1,0,1,128,14,110,4,1
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Greensboro,19393,12,0,0,6,2,4,159,23,135,1,1
NORTH CAROLINA,University of North Carolina:,University of North Carolina: Wilmington,14918,4,0,0,4,0,0,208,2,203,3,1
NORTH CAROLINA,Wake Forest University,Wake Forest University main,7837,1,0,0,0,0,1,170,38,132,0,0
NORTH CAROLINA,Western Carolina University,Western Carolina University main,10340,5,0,0,2,0,3,79,14,65,0,1
NORTH CAROLINA,Winston-Salem State University,Winston-Salem State University main,5107,6,0,0,4,1,1,53,17,34,2,0
NORTH DAKOTA,Bismarck State College,Bismarck State College main,4078,0,0,0,0,0,0,1,0,1,0,0
NORTH DAKOTA,North Dakota State College of Science,North Dakota State College of Science main,3123,1,0,0,0,1,0,8,0,8,0,0
NORTH DAKOTA,North Dakota State University,North Dakota State University main,14516,1,0,0,0,1,0,109,4,103,2,0
NORTH DAKOTA,University of North Dakota,University of North Dakota main,14951,4,0,1,0,0,3,159,7,148,4,0
OHIO,Bowling Green State University,Bowling Green State University main,16908,0,0,0,0,0,0,135,4,130,1,2
OHIO,Capital University,Capital University main,3465,0,0,0,0,0,0,51,20,30,1,1
OHIO,Central State University,Central State University main,1804,2,0,1,0,0,1,77,13,60,4,0
OHIO,Cleveland State University,Cleveland State University main,16915,8,0,4,0,3,1,187,3,178,6,0
OHIO,Columbus State Community College,Columbus State Community College main,25983,0,0,0,0,0,0,52,1,51,0,0
OHIO,Cuyahoga Community College,Cuyahoga Community College main,25449,3,0,1,0,1,1,66,4,58,4,0
OHIO,Kent State University,Kent State University main,30067,7,0,0,2,2,3,159,4,155,0,1
OHIO,Lakeland Community College,Lakeland Community College main,7941,0,0,0,0,0,0,11,0,11,0,0
OHIO,Miami University,Miami University main,19076,26,0,15,0,0,11,232,57,170,5,2
OHIO,Notre Dame College,Notre Dame College main,2094,1,0,1,0,0,0,39,6,32,1,0
OHIO,Ohio State University,Ohio State University Columbus,58663,33,0,14,0,8,11,820,23,783,14,2
OHIO,Ohio University,Ohio University main,29157,15,0,13,0,0,2,172,10,157,5,1
OHIO,Otterbein University,Otterbein University main,2808,0,0,0,0,0,0,34,2,32,0,0
OHIO,Shawnee State University,Shawnee State University main,3881,1,0,0,1,0,0,28,2,26,0,1
OHIO,Sinclair Community College,Sinclair Community College main,18136,0,0,0,0,0,0,40,11,29,0,0
OHIO,University of Akron,University of Akron main,23101,10,0,3,0,5,2,191,10,172,9,0
OHIO,University of Cincinnati,University of Cincinnati main,36042,45,0,0,40,2,3,254,18,233,3,0
OHIO,University of Toledo,University of Toledo main,20377,10,0,6,0,3,1,207,14,192,1,2
OHIO,Wright State University,Wright State University main,17070,5,0,2,0,2,1,88,13,72,3,0
OKLAHOMA,Cameron University,Cameron University main,5177,0,0,0,0,0,0,21,3,18,0,0
OKLAHOMA,East Central University,East Central University main,4444,0,0,0,0,0,0,21,2,19,0,0
OKLAHOMA,Langston University,Langston University main,2543,9,0,2,0,3,4,50,30,19,1,0
OKLAHOMA,Northeastern Oklahoma A&M College,Northeastern Oklahoma A&M College main,2107,4,0,2,0,0,2,41,19,18,4,0
OKLAHOMA,Northeastern State University,Northeastern State University Tahlequah,8251,1,0,1,0,0,0,12,1,11,0,0
OKLAHOMA,Oklahoma City University,Oklahoma City University main,2991,1,0,0,0,1,0,39,6,30,3,0
OKLAHOMA,Oklahoma State University:,Oklahoma State University: Main Campus,25930,6,0,3,0,2,1,178,44,131,3,0
OKLAHOMA,Oklahoma State University:,Oklahoma State University: Okmulgee,2617,2,0,1,0,1,0,14,0,14,0,0
OKLAHOMA,Oklahoma State University:,Oklahoma State University: Tulsa,787,0,0,0,0,0,0,16,1,15,0,0
OKLAHOMA,Rogers State University,Rogers State University main,4081,0,0,0,0,0,0,7,1,6,0,0
OKLAHOMA,Seminole State College,Seminole State College main,1839,0,0,0,0,0,0,4,0,4,0,0
OKLAHOMA,Southeastern Oklahoma State University,Southeastern Oklahoma State University main,3754,0,0,0,0,0,0,14,1,11,2,0
OKLAHOMA,Southwestern Oklahoma State University,Southwestern Oklahoma State University main,5113,0,0,0,0,0,0,4,1,3,0,0
OKLAHOMA,Tulsa Community College,Tulsa Community College main,17160,0,0,0,0,0,0,6,0,5,1,0
OKLAHOMA,University of Central Oklahoma,University of Central Oklahoma main,16910,3,0,0,0,1,2,61,9,51,1,0
OKLAHOMA,University of Oklahoma: ,University of Oklahoma:  Health Sciences Center,3389,4,0,0,0,3,1,172,11,155,6,0
OKLAHOMA,University of Oklahoma: ,University of Oklahoma:  Norman,27428,5,0,2,0,0,3,334,7,318,9,0
OREGON,Portland State University,Portland State University main,27488,6,0,1,0,4,1,244,20,224,0,0
OREGON,University of Oregon,University of Oregon main,24032,20,0,10,0,1,9,359,27,325,7,5
PENNSYLVANIA,Bloomsburg University,Bloomsburg University main,9737,1,0,0,0,0,1,34,1,33,0,0
PENNSYLVANIA,California University,California University main,7854,7,0,4,0,0,3,28,0,28,0,0
PENNSYLVANIA,Cheyney University,Cheyney University main,711,5,0,2,0,0,3,37,7,30,0,0
PENNSYLVANIA,Clarion University,Clarion University main,5368,1,0,0,0,1,0,30,0,30,0,0
PENNSYLVANIA,Dickinson College,Dickinson College main,2420,1,0,1,0,0,0,98,11,87,0,0
PENNSYLVANIA,East Stroudsburg University,East Stroudsburg University main,6828,3,0,2,0,0,1,37,0,37,0,0
PENNSYLVANIA,Edinboro University,Edinboro University main,6548,5,0,2,0,0,3,36,3,33,0,0
PENNSYLVANIA,Elizabethtown College,Elizabethtown College main,1820,3,0,3,0,0,0,16,0,16,0,0
PENNSYLVANIA,Indiana University,Indiana University main,13835,2,0,1,0,1,0,52,0,52,0,0
PENNSYLVANIA,Kutztown University,Kutztown University main,8995,8,0,7,0,0,1,72,6,66,0,0
PENNSYLVANIA,Lehigh University,Lehigh University main,7054,0,0,0,0,0,0,28,0,28,0,0
PENNSYLVANIA,Lock Haven University,Lock Haven University main,4607,5,0,2,0,0,3,21,2,19,0,0
PENNSYLVANIA,Mansfield University,Mansfield University main,2352,0,0,0,0,0,0,10,0,10,0,0
PENNSYLVANIA,Millersville University,Millersville University main,7959,0,0,0,0,0,0,29,3,26,0,0
PENNSYLVANIA,Moravian College,Moravian College main,2261,6,0,2,0,1,3,37,15,22,0,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Altoona,3839,5,0,4,0,0,1,29,0,28,1,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Beaver,705,1,0,1,0,0,0,12,0,12,0,3
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Behrend,4327,0,0,0,0,0,0,12,2,10,0,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Berks,2906,1,0,0,0,1,0,17,0,17,0,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Brandywine,1457,0,0,0,0,0,0,5,1,4,0,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Greater Allegheny,577,0,0,0,0,0,0,10,1,9,0,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Harrisburg,4678,0,0,0,0,0,0,21,0,21,0,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Hazleton,831,0,0,0,0,0,0,7,1,6,0,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Mont Alto,893,0,0,0,0,0,0,2,0,2,0,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Schuylkill,783,1,0,1,0,0,0,3,2,1,0,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: University Park,47307,50,0,33,0,6,11,502,79,423,0,7
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Wilkes-Barre,501,2,0,0,0,0,2,2,0,2,0,0
PENNSYLVANIA,Pennsylvania State University:,Pennsylvania State University: Worthington Scranton,1034,0,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Shippensburg University,Shippensburg University main,7048,2,0,2,0,0,0,24,4,20,0,0
PENNSYLVANIA,Slippery Rock University,Slippery Rock University main,8611,1,0,0,0,0,1,16,2,14,0,0
PENNSYLVANIA,University of Pittsburgh: ,University of Pittsburgh:  Bradford,1453,2,0,0,0,0,2,18,5,13,0,0
PENNSYLVANIA,University of Pittsburgh: ,University of Pittsburgh:  Greensburg,1562,1,0,1,0,0,0,7,0,7,0,0
PENNSYLVANIA,University of Pittsburgh: ,University of Pittsburgh:  Johnstown,2816,7,0,2,0,1,4,31,2,29,0,0
PENNSYLVANIA,University of Pittsburgh: ,University of Pittsburgh:  Pittsburgh,28649,15,0,5,0,3,7,242,9,233,0,0
PENNSYLVANIA,University of Pittsburgh: ,University of Pittsburgh:  Titusville,346,2,0,1,0,0,1,10,0,10,0,0
PENNSYLVANIA,West Chester University,West Chester University main,16597,5,0,3,0,0,2,68,5,61,2,0
RHODE ISLAND,Brown University,Brown University main,9458,1,0,1,0,0,0,110,7,102,1,0
RHODE ISLAND,University of Rhode Island,University of Rhode Island main,16613,2,0,0,0,0,2,70,7,62,1,2
SOUTH CAROLINA,Benedict College,Benedict College main,2465,44,1,1,0,32,10,105,23,78,4,3
SOUTH CAROLINA,Bob Jones University,Bob Jones University main,3005,0,0,0,0,0,0,18,6,12,0,0
SOUTH CAROLINA,Clemson University,Clemson University main,22698,4,0,2,0,1,1,209,21,147,41,2
SOUTH CAROLINA,Coastal Carolina University,Coastal Carolina University main,10263,13,0,6,0,1,6,236,12,222,2,0
SOUTH CAROLINA,College of Charleston,College of Charleston main,11531,0,0,0,0,0,0,56,0,54,2,0
SOUTH CAROLINA,Columbia College,Columbia College main,1484,0,0,0,0,0,0,9,0,9,0,0
SOUTH CAROLINA,Denmark Technical College,Denmark Technical College main,1043,0,0,0,0,0,0,0,0,0,0,0
