state,university/college,campus,student_enrollment,total_law_enforcement__employees,total_officers,total_civilians
ARKANSAS,Southern Arkansas University Tech,Southern Arkansas University Tech main,1650.0,3.0,3.0,0.0
ARKANSAS,University of Arkansas: ,University of Arkansas:  Fayetteville,26754.0,53.0,37.0,16.0
ARKANSAS,University of Arkansas: ,University of Arkansas:  Little Rock,11891.0,48.0,29.0,19.0
ARKANSAS,University of Arkansas: ,University of Arkansas:  Medical Sciences,3021.0,52.0,40.0,12.0
ARKANSAS,University of Arkansas: ,University of Arkansas:  Monticello,3643.0,9.0,8.0,1.0
ARKANSAS,University of Arkansas: ,University of Arkansas:  Pine Bluff,2658.0,16.0,12.0,4.0
ARKANSAS,University of Central Arkansas,University of Central Arkansas main,11754.0,37.0,27.0,10.0
CALIFORNIA,Allan Hancock College,Allan Hancock College main,10949.0,10.0,5.0,5.0
CALIFORNIA,California State Polytechnic University: ,California State Polytechnic University:  Pomona,23717.0,41.0,18.0,23.0
CALIFORNIA,California State Polytechnic University: ,California State Polytechnic University:  San Luis Obispo,20944.0,35.0,19.0,16.0
CALIFORNIA,California State University: ,California State University:  Bakersfield,9228.0,21.0,13.0,8.0
CALIFORNIA,California State University: ,California State University:  Channel Islands,6167.0,29.0,15.0,14.0
CALIFORNIA,California State University: ,California State University:  Chico,17220.0,27.0,16.0,11.0
CALIFORNIA,California State University: ,California State University:  Dominguez Hills,14635.0,25.0,19.0,6.0
CALIFORNIA,California State University: ,California State University:  East Bay,15528.0,24.0,13.0,11.0
CALIFORNIA,California State University: ,California State University:  Fresno,24136.0,37.0,23.0,14.0
CALIFORNIA,California State University: ,California State University:  Fullerton,38948.0,40.0,26.0,14.0
CALIFORNIA,California State University: ,California State University:  Long Beach,37446.0,42.0,26.0,16.0
CALIFORNIA,California State University: ,California State University:  Los Angeles,27680.0,28.0,17.0,11.0
CALIFORNIA,California State University: ,California State University:  Monterey Bay,7102.0,27.0,15.0,12.0
CALIFORNIA,California State University: ,California State University:  Northridge,41548.0,35.0,20.0,15.0
CALIFORNIA,California State University: ,California State University:  Sacramento,30284.0,36.0,22.0,14.0
CALIFORNIA,California State University: ,California State University:  San Bernardino,20024.0,26.0,14.0,12.0
CALIFORNIA,California State University: ,California State University:  San Jose,32773.0,70.0,26.0,44.0
CALIFORNIA,California State University: ,California State University:  San Marcos,12793.0,26.0,21.0,5.0
CALIFORNIA,California State University: ,California State University:  Stanislaus,9282.0,19.0,11.0,8.0
CALIFORNIA,College of the Sequoias,College of the Sequoias main,11266.0,6.0,5.0,1.0
CALIFORNIA,Contra Costa Community College,Contra Costa Community College main,34910.0,34.0,22.0,12.0
CALIFORNIA,Cuesta College,Cuesta College main,9600.0,12.0,7.0,5.0
CALIFORNIA,El Camino College,El Camino College main,24001.0,32.0,23.0,9.0
CALIFORNIA,Foothill-De Anza College,Foothill-De Anza College main,37960.0,13.0,10.0,3.0
CALIFORNIA,Humboldt State University,Humboldt State University main,8790.0,20.0,12.0,8.0
CALIFORNIA,Irvine Valley College,Irvine Valley College main,13183.0,14.0,9.0,5.0
CALIFORNIA,Marin Community College,Marin Community College main,5490.0,6.0,4.0,2.0
CALIFORNIA,Pasadena Community College,Pasadena Community College main,27050.0,11.0,6.0,5.0
CALIFORNIA,Riverside Community College,Riverside Community College main,37594.0,24.0,18.0,6.0
CALIFORNIA,San Bernardino Community College,San Bernardino Community College main,19121.0,18.0,8.0,10.0
CALIFORNIA,San Diego State University,San Diego State University main,34254.0,49.0,24.0,25.0
CALIFORNIA,San Francisco State University,San Francisco State University main,30256.0,47.0,24.0,23.0
CALIFORNIA,San Jose/Evergreen Community College ,San Jose/Evergreen Community College  main,17136.0,15.0,7.0,8.0
CALIFORNIA,Santa Rosa Junior College,Santa Rosa Junior College main,22411.0,26.0,13.0,13.0
CALIFORNIA,Sonoma State University,Sonoma State University main,9408.0,21.0,14.0,7.0
CALIFORNIA,State Center Community College District,State Center Community College District main,32533.0,17.0,11.0,6.0
CALIFORNIA,University of California: ,University of California:  Berkeley,38189.0,125.0,58.0,67.0
CALIFORNIA,University of California: ,University of California:  Davis,35186.0,73.0,46.0,27.0
CALIFORNIA,University of California: ,University of California:  Irvine,30836.0,59.0,41.0,18.0
CALIFORNIA,University of California: ,University of California:  Los Angeles,41908.0,99.0,58.0,41.0
CALIFORNIA,University of California: ,University of California:  Merced,6685.0,21.0,12.0,9.0
CALIFORNIA,University of California: ,University of California:  Riverside,21385.0,44.0,31.0,13.0
CALIFORNIA,University of California: ,University of California:  San Diego,32906.0,69.0,36.0,33.0
CALIFORNIA,University of California: ,University of California:  San Francisco,3107.0,139.0,53.0,86.0
CALIFORNIA,University of California: ,University of California:  Santa Barbara,23497.0,54.0,39.0,15.0
CALIFORNIA,University of California: ,University of California:  Santa Cruz,17868.0,29.0,17.0,12.0
CALIFORNIA,Ventura County Community College District,Ventura County Community College District main,34022.0,17.0,16.0,1.0
CALIFORNIA,West Valley-Mission College,West Valley-Mission College main,17375.0,13.0,9.0,4.0
COLORADO,Adams State University,Adams State University main,3404.0,6.0,5.0,1.0
COLORADO,Arapahoe Community College,Arapahoe Community College main,10004.0,12.0,8.0,4.0
COLORADO,Auraria Higher Education Center2,Auraria Higher Education Center2 main,0.0,45.0,27.0,18.0
COLORADO,Colorado School of Mines,Colorado School of Mines main,6054.0,11.0,10.0,1.0
COLORADO,Colorado State University,Colorado State University Fort Collins,30614.0,46.0,32.0,14.0
COLORADO,Fort Lewis College,Fort Lewis College main,3707.0,10.0,8.0,2.0
COLORADO,Pikes Peak Community College,Pikes Peak Community College main,13311.0,20.0,18.0,2.0
COLORADO,Red Rocks Community College,Red Rocks Community College main,7789.0,9.0,6.0,3.0
COLORADO,University of Colorado:,University of Colorado: Boulder,33056.0,74.0,38.0,36.0
COLORADO,University of Colorado:,University of Colorado: Colorado Springs,11988.0,30.0,16.0,14.0
COLORADO,University of Colorado:,University of Colorado: Denver,23671.0,62.0,25.0,37.0
COLORADO,University of Northern Colorado,University of Northern Colorado main,12216.0,24.0,16.0,8.0
CONNECTICUT,Central Connecticut State University,Central Connecticut State University main,12086.0,26.0,19.0,7.0
CONNECTICUT,Eastern Connecticut State University,Eastern Connecticut State University main,5261.0,24.0,14.0,10.0
CONNECTICUT,Southern Connecticut State University,Southern Connecticut State University main,10473.0,33.0,27.0,6.0
CONNECTICUT,University of Connecticut: ,University of Connecticut:  Health Center2,0.0,45.0,19.0,26.0
CONNECTICUT,University of Connecticut: ,"University of Connecticut:  Storrs, Avery Point and Hartford2",0.0,88.0,77.0,11.0
CONNECTICUT,Western Connecticut State University,Western Connecticut State University main,5826.0,18.0,12.0,6.0
CONNECTICUT,Yale University,Yale University main,12385.0,104.0,87.0,17.0
DELAWARE,Delaware State University,Delaware State University main,4288.0,39.0,15.0,24.0
DELAWARE,University of Delaware,University of Delaware main,22852.0,75.0,49.0,26.0
FLORIDA,Florida A&M University,Florida A&M University main,9928.0,36.0,30.0,6.0
FLORIDA,Florida Atlantic University,Florida Atlantic University main,30380.0,60.0,36.0,24.0
FLORIDA,Florida Gulf Coast University,Florida Gulf Coast University main,14833.0,26.0,18.0,8.0
FLORIDA,Florida International University,Florida International University main,49782.0,83.0,56.0,27.0
FLORIDA,Florida SouthWestern State College,Florida SouthWestern State College main,15709.0,22.0,11.0,11.0
FLORIDA,New College of Florida,New College of Florida main,861.0,17.0,11.0,6.0
FLORIDA,Pensacola State College,Pensacola State College main,9840.0,11.0,9.0,2.0
FLORIDA,Santa Fe College,Santa Fe College main,14767.0,22.0,16.0,6.0
FLORIDA,Tallahassee Community College,Tallahassee Community College main,12445.0,23.0,12.0,11.0
FLORIDA,University of Central Florida,University of Central Florida main,62953.0,130.0,72.0,58.0
FLORIDA,University of Florida,University of Florida main,50645.0,127.0,82.0,45.0
FLORIDA,University of North Florida,University of North Florida main,15675.0,39.0,29.0,10.0
FLORIDA,University of South Florida: ,University of South Florida:  St. Petersburg,4739.0,22.0,16.0,6.0
FLORIDA,University of South Florida: ,University of South Florida:  Tampa,42067.0,68.0,51.0,17.0
FLORIDA,University of West Florida,University of West Florida main,12763.0,27.0,19.0,8.0
GEORGIA,Abraham Baldwin Agricultural College,Abraham Baldwin Agricultural College main,3393.0,14.0,13.0,1.0
GEORGIA,Agnes Scott College,Agnes Scott College main,902.0,16.0,9.0,7.0
GEORGIA,Albany State University,Albany State University main,3492.0,42.0,26.0,16.0
GEORGIA,Andrew College,Andrew College main,311.0,2.0,2.0,0.0
GEORGIA,Armstrong State University,Armstrong State University main,7103.0,23.0,15.0,8.0
GEORGIA,Augusta Technical College,Augusta Technical College main,4490.0,3.0,3.0,0.0
GEORGIA,Augusta University,Augusta University main,8333.0,62.0,45.0,17.0
GEORGIA,Bainbridge State College,Bainbridge State College main,2401.0,8.0,5.0,3.0
GEORGIA,Berry College,Berry College main,2245.0,18.0,13.0,5.0
GEORGIA,Chattahoochee Technical College,Chattahoochee Technical College main,9817.0,13.0,10.0,3.0
GEORGIA,Dalton State College,Dalton State College main,5044.0,16.0,13.0,3.0
GEORGIA,Emory University,Emory University main,13788.0,70.0,52.0,18.0
GEORGIA,Georgia College and State University,Georgia College and State University main,6889.0,23.0,17.0,6.0
GEORGIA,Georgia Gwinnett College,Georgia Gwinnett College main,11468.0,26.0,22.0,4.0
GEORGIA,Georgia Institute of Technology,Georgia Institute of Technology main,25034.0,97.0,71.0,26.0
GEORGIA,Georgia Military College,Georgia Military College main,7876.0,5.0,3.0,2.0
GEORGIA,Georgia Southern University,Georgia Southern University main,20459.0,51.0,40.0,11.0
GEORGIA,Georgia Southwestern State University,Georgia Southwestern State University main,2755.0,13.0,13.0,0.0
GEORGIA,Georgia State University,Georgia State University main,32058.0,261.0,120.0,141.0
GEORGIA,Gordon State College,Gordon State College main,4084.0,13.0,12.0,1.0
GEORGIA,Gwinnett Technical College,Gwinnett Technical College main,6959.0,2.0,1.0,1.0
GEORGIA,Kennesaw State University,Kennesaw State University main,33252.0,106.0,57.0,49.0
GEORGIA,Mercer University,Mercer University main,8600.0,31.0,22.0,9.0
GEORGIA,Middle Georgia State University,Middle Georgia State University main,7676.0,31.0,29.0,2.0
GEORGIA,Morehouse College,Morehouse College main,2167.0,22.0,7.0,15.0
GEORGIA,Savannah State University,Savannah State University main,4800.0,58.0,29.0,29.0
GEORGIA,Southern Crescent Technical College,Southern Crescent Technical College main,4867.0,5.0,5.0,0.0
GEORGIA,South Georgia State College,South Georgia State College main,2648.0,11.0,8.0,3.0
GEORGIA,Spelman College,Spelman College main,2144.0,31.0,18.0,13.0
GEORGIA,University of Georgia,University of Georgia main,36130.0,105.0,83.0,22.0
GEORGIA,University of North Georgia,University of North Georgia main,17289.0,41.0,32.0,9.0
GEORGIA,University of West Georgia,University of West Georgia main,12834.0,38.0,27.0,11.0
GEORGIA,Valdosta State University,Valdosta State University main,11302.0,29.0,21.0,8.0
GEORGIA,Wesleyan College,Wesleyan College main,708.0,9.0,9.0,0.0
GEORGIA,West Georgia Technical College,West Georgia Technical College main,6431.0,7.0,7.0,0.0
ILLINOIS,Illinois Central College,Illinois Central College main,9704.0,20.0,7.0,13.0
ILLINOIS,John Wood Community College,John Wood Community College main,2016.0,5.0,4.0,1.0
ILLINOIS,Joliet Junior College,Joliet Junior College main,14944.0,22.0,13.0,9.0
ILLINOIS,Lincoln Land Community College,Lincoln Land Community College main,6447.0,15.0,13.0,2.0
ILLINOIS,Parkland College,Parkland College main,8147.0,18.0,15.0,3.0
ILLINOIS,Prairie State College,Prairie State College main,4699.0,12.0,12.0,0.0
ILLINOIS,Rend Lake College,Rend Lake College main,2303.0,3.0,3.0,0.0
ILLINOIS,Southern Illinois University:,Southern Illinois University: Carbondale,17292.0,56.0,37.0,19.0
ILLINOIS,Southern Illinois University:,Southern Illinois University: Edwardsville,14265.0,47.0,37.0,10.0
ILLINOIS,Southern Illinois University:,Southern Illinois University: School of Medicine2,0.0,7.0,7.0,0.0
ILLINOIS,Triton College,Triton College main,11684.0,13.0,8.0,5.0
ILLINOIS,University of Illinois,University of Illinois Springfield,5402.0,22.0,15.0,7.0
INDIANA,Indiana University: ,Indiana University:  Bloomington,48514.0,39.0,38.0,1.0
INDIANA,Indiana University: ,Indiana University:  Southeast,6173.0,12.0,10.0,2.0
INDIANA,Purdue University,Purdue University main,40472.0,51.0,35.0,16.0
IOWA,Iowa State University,Iowa State University main,35714.0,50.0,36.0,14.0
IOWA,University of Iowa,University of Iowa main,30844.0,64.0,36.0,28.0
IOWA,University of Northern Iowa,University of Northern Iowa main,11981.0,17.0,14.0,3.0
KANSAS,Butler Community College,Butler Community College main,8950.0,10.0,8.0,2.0
KANSAS,Emporia State University,Emporia State University main,6094.0,9.0,8.0,1.0
KANSAS,Fort Hays State University,Fort Hays State University main,14210.0,8.0,8.0,0.0
KANSAS,Garden City Community College,Garden City Community College main,2099.0,2.0,2.0,0.0
KANSAS,Kansas City Kansas Community College,Kansas City Kansas Community College main,5625.0,18.0,17.0,1.0
KANSAS,Kansas State University,Kansas State University main,24146.0,41.0,21.0,20.0
KANSAS,University of Kansas,University of Kansas Main Campus,27259.0,60.0,23.0,37.0
KANSAS,Washburn University,Washburn University main,6615.0,21.0,17.0,4.0
KANSAS,Wichita State University,Wichita State University main,14240.0,40.0,26.0,14.0
KENTUCKY,Murray State University,Murray State University main,10998.0,16.0,16.0,0.0
KENTUCKY,Northern Kentucky University,Northern Kentucky University main,14699.0,20.0,15.0,5.0
KENTUCKY,Transylvania University,Transylvania University main,1053.0,11.0,9.0,2.0
KENTUCKY,Western Kentucky University,Western Kentucky University main,20063.0,30.0,21.0,9.0
LOUISIANA,Louisiana State University: ,Louisiana State University:  Baton Rouge,31524.0,70.0,54.0,16.0
LOUISIANA,Louisiana State University: ,"Louisiana State University:  Health Sciences Center, New Orleans",2791.0,32.0,32.0,0.0
LOUISIANA,Louisiana State University: ,"Louisiana State University:  Health Sciences Center, Shreveport",891.0,44.0,29.0,15.0
LOUISIANA,Louisiana State University: ,Louisiana State University:  Shreveport,4428.0,8.0,7.0,1.0
LOUISIANA,McNeese State University,McNeese State University main,8153.0,15.0,9.0,6.0
LOUISIANA,Nicholls State University,Nicholls State University main,6158.0,13.0,9.0,4.0
LOUISIANA,Northwestern State University,Northwestern State University main,9179.0,22.0,22.0,0.0
LOUISIANA,Southeastern Louisiana University,Southeastern Louisiana University main,14581.0,28.0,24.0,4.0
LOUISIANA,Southern University and A&M College: ,Southern University and A&M College:  New Orleans,2792.0,15.0,15.0,0.0
LOUISIANA,Southern University and A&M College: ,Southern University and A&M College:  Shreveport,3174.0,10.0,9.0,1.0
LOUISIANA,Tulane University,Tulane University main,12485.0,109.0,79.0,30.0
LOUISIANA,University of Louisiana,University of Louisiana Monroe,8804.0,20.0,19.0,1.0
LOUISIANA,University of New Orleans,University of New Orleans main,8423.0,20.0,19.0,1.0
MAINE,University of Maine: ,University of Maine:  Farmington,2016.0,5.0,4.0,1.0
MAINE,University of Maine: ,University of Maine:  Orono,10922.0,26.0,17.0,9.0
MAINE,University of Southern Maine,University of Southern Maine main,7739.0,18.0,10.0,8.0
MARYLAND,Bowie State University,Bowie State University main,5430.0,27.0,14.0,13.0
MARYLAND,Coppin State University,Coppin State University main,3108.0,31.0,22.0,9.0
MARYLAND,Frostburg State University,Frostburg State University main,5756.0,22.0,18.0,4.0
MARYLAND,Hagerstown Community College,Hagerstown Community College main,4276.0,2.0,2.0,0.0
MARYLAND,Morgan State University,Morgan State University main,7725.0,59.0,37.0,22.0
MARYLAND,Salisbury University,Salisbury University main,8671.0,30.0,17.0,13.0
MARYLAND,St. Mary's College,St. Mary's College main,1735.0,16.0,3.0,13.0
MARYLAND,Towson University,Towson University main,22284.0,53.0,36.0,17.0
MARYLAND,University of Baltimore,University of Baltimore main,6229.0,30.0,19.0,11.0
MARYLAND,University of Maryland: ,University of Maryland:  Baltimore City,6329.0,140.0,53.0,87.0
MARYLAND,University of Maryland: ,University of Maryland:  Baltimore County,13839.0,34.0,25.0,9.0
MARYLAND,University of Maryland: ,University of Maryland:  College Park,38140.0,127.0,83.0,44.0
MARYLAND,University of Maryland: ,University of Maryland:  Eastern Shore,4465.0,18.0,14.0,4.0
MASSACHUSETTS,Amherst College,Amherst College main,1795.0,19.0,14.0,5.0
MASSACHUSETTS,Assumption College,Assumption College main,2675.0,25.0,18.0,7.0
MASSACHUSETTS,Babson College,Babson College main,3057.0,29.0,20.0,9.0
MASSACHUSETTS,Becker College,Becker College main,2153.0,18.0,12.0,6.0
MASSACHUSETTS,Bentley University,Bentley University main,5552.0,33.0,22.0,11.0
MASSACHUSETTS,Boston College,Boston College main,14354.0,69.0,48.0,21.0
MASSACHUSETTS,Boston University,Boston University main,32158.0,68.0,53.0,15.0
MASSACHUSETTS,Brandeis University,Brandeis University main,5752.0,25.0,22.0,3.0
MASSACHUSETTS,Bridgewater State University,Bridgewater State University main,11089.0,22.0,19.0,3.0
MASSACHUSETTS,Bristol Community College,Bristol Community College main,8761.0,9.0,8.0,1.0
MASSACHUSETTS,Bunker Hill Community College,Bunker Hill Community College main,13142.0,16.0,15.0,1.0
MASSACHUSETTS,Cape Cod Community College,Cape Cod Community College main,3627.0,3.0,3.0,0.0
MASSACHUSETTS,Clark University,Clark University main,3485.0,14.0,12.0,2.0
MASSACHUSETTS,College of the Holy Cross,College of the Holy Cross main,2729.0,26.0,19.0,7.0
MASSACHUSETTS,Dean College,Dean College main,1363.0,15.0,1.0,14.0
MASSACHUSETTS,Emerson College,Emerson College main,4479.0,23.0,20.0,3.0
MASSACHUSETTS,Endicott College,Endicott College main,4695.0,21.0,17.0,4.0
MASSACHUSETTS,Fisher College,Fisher College main,1959.0,8.0,7.0,1.0
MASSACHUSETTS,Fitchburg State University,Fitchburg State University main,6598.0,21.0,16.0,5.0
MASSACHUSETTS,Framingham State University,Framingham State University main,6398.0,19.0,15.0,4.0
MASSACHUSETTS,Gordon College,Gordon College main,2045.0,5.0,5.0,0.0
MASSACHUSETTS,Greenfield Community College,Greenfield Community College main,2050.0,5.0,4.0,1.0
MASSACHUSETTS,Harvard University,Harvard University main,29652.0,99.0,77.0,22.0
MASSACHUSETTS,Holyoke Community College,Holyoke Community College main,6285.0,28.0,27.0,1.0
MASSACHUSETTS,Massachusetts Bay Community College,Massachusetts Bay Community College main,4859.0,7.0,7.0,0.0
MASSACHUSETTS,Massachusetts College of Art,Massachusetts College of Art main,1990.0,31.0,11.0,20.0
MASSACHUSETTS,Massachusetts College of Liberal Arts,Massachusetts College of Liberal Arts main,1641.0,15.0,10.0,5.0
MASSACHUSETTS,Massachusetts Institute of Technology,Massachusetts Institute of Technology main,11331.0,61.0,58.0,3.0
MASSACHUSETTS,Massasoit Community College,Massasoit Community College main,7637.0,19.0,17.0,2.0
MASSACHUSETTS,Merrimack College,Merrimack College main,3620.0,18.0,14.0,4.0
MASSACHUSETTS,Mount Holyoke College,Mount Holyoke College main,2215.0,52.0,38.0,14.0
MASSACHUSETTS,Mount Wachusett Community College,Mount Wachusett Community College main,4074.0,11.0,10.0,1.0
MASSACHUSETTS,Northeastern University,Northeastern University main,19940.0,94.0,62.0,32.0
MASSACHUSETTS,North Shore Community College,North Shore Community College main,6961.0,22.0,20.0,2.0
MASSACHUSETTS,Quinsigamond Community College,Quinsigamond Community College main,8064.0,17.0,14.0,3.0
MASSACHUSETTS,Regis College,Regis College main,1954.0,9.0,7.0,2.0
MASSACHUSETTS,Salem State University,Salem State University main,9215.0,23.0,19.0,4.0
MASSACHUSETTS,Springfield College,Springfield College main,3241.0,21.0,15.0,6.0
MASSACHUSETTS,Springfield Technical Community College,Springfield Technical Community College main,6286.0,19.0,16.0,3.0
MASSACHUSETTS,Stonehill College,Stonehill College main,2400.0,22.0,16.0,6.0
MASSACHUSETTS,Tufts University,Tufts University Medford,11137.0,81.0,43.0,38.0
MASSACHUSETTS,University of Massachusetts: ,University of Massachusetts:  Amherst,29269.0,69.0,60.0,9.0
MASSACHUSETTS,University of Massachusetts: ,University of Massachusetts:  Dartmouth,8916.0,34.0,24.0,10.0
MASSACHUSETTS,University of Massachusetts: ,"University of Massachusetts:  Harbor Campus, Boston",17030.0,38.0,26.0,12.0
MASSACHUSETTS,University of Massachusetts: ,"University of Massachusetts:  Medical Center, Worcester",1079.0,32.0,27.0,5.0
MASSACHUSETTS,Wellesley College,Wellesley College main,2510.0,19.0,14.0,5.0
MASSACHUSETTS,Wentworth Institute of Technology,Wentworth Institute of Technology main,4576.0,20.0,13.0,7.0
MASSACHUSETTS,Western New England University,Western New England University main,3912.0,29.0,17.0,12.0
MASSACHUSETTS,Westfield State University,Westfield State University main,6496.0,25.0,19.0,6.0
MASSACHUSETTS,Wheaton College,Wheaton College main,1598.0,15.0,12.0,3.0
MASSACHUSETTS,Worcester Polytechnic Institute,Worcester Polytechnic Institute main,6573.0,24.0,18.0,6.0
MICHIGAN,Central Michigan University,Central Michigan University main,26825.0,37.0,23.0,14.0
MICHIGAN,Delta College,Delta College main,9291.0,8.0,5.0,3.0
MICHIGAN,Eastern Michigan University,Eastern Michigan University main,21824.0,43.0,34.0,9.0
MICHIGAN,Ferris State University,Ferris State University main,14715.0,17.0,13.0,4.0
MICHIGAN,Grand Rapids Community College,Grand Rapids Community College main,14926.0,17.0,13.0,4.0
MICHIGAN,Grand Valley State University,Grand Valley State University main,25325.0,22.0,18.0,4.0
MICHIGAN,Kalamazoo Valley Community College,Kalamazoo Valley Community College main,8836.0,9.0,6.0,3.0
MICHIGAN,Kellogg Community College,Kellogg Community College main,5081.0,2.0,2.0,0.0
MICHIGAN,Kirtland Community College,Kirtland Community College main,1628.0,1.0,1.0,0.0
MICHIGAN,Lansing Community College,Lansing Community College main,14851.0,16.0,12.0,4.0
MICHIGAN,Macomb Community College,Macomb Community College main,22182.0,33.0,27.0,6.0
MICHIGAN,Michigan State University,Michigan State University main,50538.0,113.0,85.0,28.0
MICHIGAN,Michigan Technological University,Michigan Technological University main,7218.0,15.0,12.0,3.0
MICHIGAN,Mott Community College,Mott Community College main,8617.0,15.0,12.0,3.0
MICHIGAN,Northern Michigan University,Northern Michigan University main,8303.0,24.0,21.0,3.0
MICHIGAN,Oakland Community College,Oakland Community College main,21061.0,26.0,25.0,1.0
MICHIGAN,Oakland University,Oakland University main,20261.0,28.0,21.0,7.0
MICHIGAN,Saginaw Valley State University,Saginaw Valley State University main,9633.0,9.0,8.0,1.0
MICHIGAN,Schoolcraft College,Schoolcraft College main,11687.0,11.0,9.0,2.0
MICHIGAN,University of Michigan: ,University of Michigan:  Ann Arbor,43651.0,76.0,59.0,17.0
MICHIGAN,University of Michigan: ,University of Michigan:  Dearborn,9066.0,25.0,10.0,15.0
MICHIGAN,University of Michigan: ,University of Michigan:  Flint,8470.0,32.0,19.0,13.0
MICHIGAN,Western Michigan University,Western Michigan University main,23529.0,40.0,32.0,8.0
MINNESOTA,University of Minnesota:,University of Minnesota: Duluth,10878.0,10.0,8.0,2.0
MINNESOTA,University of Minnesota:,University of Minnesota: Morris,1856.0,5.0,3.0,2.0
MINNESOTA,University of Minnesota:,University of Minnesota: Twin Cities,50678.0,63.0,51.0,12.0
MISSISSIPPI,Coahoma Community College,Coahoma Community College main,2148.0,8.0,7.0,1.0
MISSISSIPPI,Mississippi State University,Mississippi State University main,20873.0,47.0,37.0,10.0
MISSISSIPPI,University of Mississippi: ,University of Mississippi:  Medical Center2,0.0,90.0,58.0,32.0
MISSISSIPPI,University of Mississippi: ,University of Mississippi:  Oxford,23212.0,44.0,28.0,16.0
MISSOURI,Jefferson College,Jefferson College main,4705.0,7.0,7.0,0.0
MISSOURI,Metropolitan Community College,Metropolitan Community College main,17821.0,37.0,27.0,10.0
MISSOURI,Mineral Area College,Mineral Area College main,4388.0,4.0,4.0,0.0
MISSOURI,Missouri Southern State University,Missouri Southern State University main,5783.0,8.0,7.0,1.0
MISSOURI,Missouri University of Science and Technology,Missouri University of Science and Technology main,8886.0,22.0,12.0,10.0
MISSOURI,Missouri Western State University,Missouri Western State University main,5513.0,12.0,10.0,2.0
MISSOURI,Southeast Missouri State University,Southeast Missouri State University main,11987.0,23.0,17.0,6.0
MISSOURI,St. Charles Community College,St. Charles Community College main,6865.0,14.0,11.0,3.0
MISSOURI,St. Louis Community College: ,St. Louis Community College:  Florissant Valley2,0.0,11.0,9.0,2.0
MISSOURI,St. Louis Community College: ,St. Louis Community College:  Meramec,18902.0,14.0,11.0,3.0
MISSOURI,Truman State University,Truman State University main,6208.0,12.0,10.0,2.0
MISSOURI,University of Central Missouri,University of Central Missouri main,14395.0,24.0,18.0,6.0
MISSOURI,University of Missouri: ,University of Missouri:  Columbia,35424.0,62.0,40.0,22.0
MISSOURI,University of Missouri: ,University of Missouri:  Kansas City,16685.0,39.0,26.0,13.0
MISSOURI,University of Missouri: ,University of Missouri:  St. Louis,16738.0,27.0,21.0,6.0
MONTANA,Montana State University,Montana State University main,15236.0,31.0,18.0,13.0
NEBRASKA,Metropolitan Community College,Metropolitan Community College Douglas County,14812.0,22.0,17.0,5.0
NEBRASKA,University of Nebraska:,University of Nebraska: Kearney,6747.0,11.0,10.0,1.0
NEBRASKA,University of Nebraska:,University of Nebraska: Lincoln,25260.0,60.0,34.0,26.0
NEVADA,College of Southern Nevada,College of Southern Nevada main,33313.0,40.0,19.0,21.0
