state,university/college,campus,student_enrollment,total_law_enforcement__employees,total_officers,total_civilians
WASHINGTON,Washington State University:,Washington State University: Pullman,33974,26,21,5
WASHINGTON,Washington State University:,Washington State University: Vancouver2,0,6,3,3
WASHINGTON,Western Washington University,Western Washington University main,17475,23,15,8
WEST VIRGINIA,Bluefield State College,Bluefield State College main,1558,3,3,0
WEST VIRGINIA,Concord University,Concord University main,2803,7,4,3
WEST VIRGINIA,Fairmont State University,Fairmont State University main,4558,11,9,2
WEST VIRGINIA,Glenville State College,Glenville State College main,2123,6,3,3
WEST VIRGINIA,Marshall University,Marshall University main,17198,21,20,1
WEST VIRGINIA,Potomac State College,Potomac State College main,1658,7,6,1
WEST VIRGINIA,Shepherd University,Shepherd University main,4641,12,10,2
WEST VIRGINIA,West Liberty University,West Liberty University main,2541,7,7,0
WEST VIRGINIA,West Virginia State University,West Virginia State University main,4175,7,5,2
WEST VIRGINIA,West Virginia University,West Virginia University main,31900,69,49,20
WISCONSIN,University of Wisconsin:,University of Wisconsin: Eau Claire,11836,11,11,0
WISCONSIN,University of Wisconsin:,University of Wisconsin: Green Bay,8412,12,11,1
WISCONSIN,University of Wisconsin:,University of Wisconsin: La Crosse,11943,20,13,7
WISCONSIN,University of Wisconsin:,University of Wisconsin: Madison,46350,126,65,61
WISCONSIN,University of Wisconsin:,University of Wisconsin: Milwaukee,30031,45,33,12
WISCONSIN,University of Wisconsin:,University of Wisconsin: Oshkosh,16213,17,14,3
WISCONSIN,University of Wisconsin:,University of Wisconsin: Parkside,5217,11,8,3
WISCONSIN,University of Wisconsin:,University of Wisconsin: Platteville,9916,10,8,2
WISCONSIN,University of Wisconsin:,University of Wisconsin: River Falls,6633,7,5,2
WISCONSIN,University of Wisconsin:,University of Wisconsin: Stevens Point,9703,12,8,4
WISCONSIN,University of Wisconsin:,University of Wisconsin: Stout,11232,11,9,2
WISCONSIN,University of Wisconsin:,University of Wisconsin: Superior,3040,7,2,5
WISCONSIN,University of Wisconsin:,University of Wisconsin: Whitewater,14456,19,15,4
WYOMING,University of Wyoming,University of Wyoming main,13975,22,13,9
