state,university/college,campus,student_enrollment,total_law_enforcement__employees,total_officers,total_civilians
COLORADO,Arapahoe Community College,Arapahoe Community College main,10261.0,10.0,8.0,2.0
COLORADO,Auraria Higher Education Center2,Auraria Higher Education Center2 main,0.0,49.0,31.0,18.0
COLORADO,Colorado School of Mines,Colorado School of Mines main,6069.0,12.0,11.0,1.0
COLORADO,Colorado State University,Colorado State University Fort Collins,31856.0,49.0,35.0,14.0
COLORADO,Fort Lewis College,Fort Lewis College main,3600.0,10.0,8.0,2.0
COLORADO,Pikes Peak Community College,Pikes Peak Community College main,13154.0,20.0,18.0,2.0
COLORADO,Red Rocks Community College,Red Rocks Community College main,7738.0,10.0,6.0,4.0
COLORADO,University of Colorado:,University of Colorado: Boulder,33977.0,59.0,34.0,25.0
COLORADO,University of Colorado:,University of Colorado: Colorado Springs,12559.0,30.0,18.0,12.0
COLORADO,University of Colorado:,University of Colorado: Denver,23960.0,59.0,26.0,33.0
COLORADO,University of Northern Colorado,University of Northern Colorado main,13087.0,23.0,15.0,8.0
CONNECTICUT,Central Connecticut State University,Central Connecticut State University main,11784.0,25.0,18.0,7.0
CONNECTICUT,Eastern Connecticut State University,Eastern Connecticut State University main,5362.0,22.0,14.0,8.0
CONNECTICUT,Southern Connecticut State University,Southern Connecticut State University main,10320.0,29.0,23.0,6.0
CONNECTICUT,University of Connecticut: ,University of Connecticut:  Health Center2,0.0,40.0,17.0,23.0
CONNECTICUT,University of Connecticut: ,"University of Connecticut:  Storrs, Avery Point and Hartford2",0.0,97.0,77.0,20.0
CONNECTICUT,Western Connecticut State University,Western Connecticut State University main,5721.0,18.0,12.0,6.0
CONNECTICUT,Yale University,Yale University main,12458.0,106.0,89.0,17.0
DELAWARE,Delaware State University,Delaware State University main,4328.0,39.0,15.0,24.0
DELAWARE,University of Delaware,University of Delaware main,23009.0,75.0,50.0,25.0
FLORIDA,Florida A&M University,Florida A&M University main,9619.0,33.0,28.0,5.0
FLORIDA,Florida Atlantic University,Florida Atlantic University main,30541.0,64.0,36.0,28.0
FLORIDA,Florida Gulf Coast University,Florida Gulf Coast University main,14821.0,25.0,18.0,7.0
FLORIDA,Florida International University,Florida International University main,55003.0,94.0,61.0,33.0
FLORIDA,Florida Polytechnic University2,Florida Polytechnic University2 main,0.0,12.0,9.0,3.0
FLORIDA,Florida SouthWestern State College,Florida SouthWestern State College main,16627.0,23.0,10.0,13.0
FLORIDA,New College of Florida,New College of Florida main,875.0,19.0,13.0,6.0
FLORIDA,Pensacola State College,Pensacola State College main,9643.0,12.0,10.0,2.0
FLORIDA,Santa Fe College,Santa Fe College main,15404.0,23.0,17.0,6.0
FLORIDA,Tallahassee Community College,Tallahassee Community College main,12200.0,26.0,12.0,14.0
FLORIDA,University of Central Florida,University of Central Florida main,64088.0,120.0,73.0,47.0
FLORIDA,University of Florida,University of Florida main,52367.0,130.0,80.0,50.0
FLORIDA,University of North Florida,University of North Florida main,15762.0,38.0,30.0,8.0
FLORIDA,University of South Florida: ,University of South Florida:  St. Petersburg,4702.0,21.0,15.0,6.0
FLORIDA,University of South Florida: ,University of South Florida:  Tampa,42861.0,68.0,48.0,20.0
FLORIDA,University of West Florida,University of West Florida main,12966.0,30.0,21.0,9.0
GEORGIA,Abraham Baldwin Agricultural College,Abraham Baldwin Agricultural College main,3475.0,15.0,13.0,2.0
GEORGIA,Agnes Scott College,Agnes Scott College main,927.0,15.0,8.0,7.0
GEORGIA,Albany State University,Albany State University main,3041.0,39.0,35.0,4.0
GEORGIA,Albany Technical College,Albany Technical College main,3251.0,3.0,3.0,0.0
GEORGIA,Andrew College,Andrew College main,276.0,2.0,2.0,0.0
GEORGIA,Armstrong State University,Armstrong State University main,7157.0,23.0,18.0,5.0
GEORGIA,Athens Technical College,Athens Technical College main,4210.0,2.0,2.0,0.0
GEORGIA,Augusta Technical College,Augusta Technical College main,4370.0,6.0,6.0,0.0
GEORGIA,Augusta University,Augusta University main,7938.0,58.0,43.0,15.0
GEORGIA,Bainbridge State College,Bainbridge State College main,2468.0,8.0,5.0,3.0
GEORGIA,Berry College,Berry College main,2174.0,17.0,12.0,5.0
GEORGIA,Chattahoochee Technical College,Chattahoochee Technical College main,9999.0,14.0,11.0,3.0
GEORGIA,College of Coastal Georgia,College of Coastal Georgia main,3529.0,14.0,14.0,0.0
GEORGIA,Columbus State University,Columbus State University main,8407.0,39.0,29.0,10.0
GEORGIA,Dalton State College,Dalton State College main,5188.0,16.0,13.0,3.0
GEORGIA,East Georgia College,East Georgia College main,3152.0,10.0,9.0,1.0
GEORGIA,Emory University,Emory University main,14067.0,67.0,50.0,17.0
GEORGIA,Fort Valley State University,Fort Valley State University main,2679.0,34.0,14.0,20.0
GEORGIA,Georgia College and State University,Georgia College and State University main,6915.0,22.0,16.0,6.0
GEORGIA,Georgia Gwinnett College,Georgia Gwinnett College main,12052.0,28.0,23.0,5.0
GEORGIA,Georgia Institute of Technology,Georgia Institute of Technology main,26839.0,104.0,74.0,30.0
GEORGIA,Georgia Military College,Georgia Military College main,8234.0,5.0,3.0,2.0
GEORGIA,Georgia Southern University,Georgia Southern University main,20673.0,70.0,54.0,16.0
GEORGIA,Georgia Southwestern State University,Georgia Southwestern State University main,2954.0,12.0,12.0,0.0
GEORGIA,Georgia State University,Georgia State University main,32237.0,268.0,126.0,142.0
GEORGIA,Gordon State College,Gordon State College main,3901.0,13.0,12.0,1.0
GEORGIA,Kennesaw State University,Kennesaw State University main,35018.0,100.0,59.0,41.0
GEORGIA,Mercer University,Mercer University main,8615.0,30.0,22.0,8.0
GEORGIA,Middle Georgia State University,Middle Georgia State University main,7714.0,29.0,26.0,3.0
GEORGIA,Morehouse College,Morehouse College main,2108.0,23.0,8.0,15.0
GEORGIA,Savannah Technical College,Savannah Technical College main,3938.0,11.0,10.0,1.0
GEORGIA,Southern Crescent Technical College,Southern Crescent Technical College main,4703.0,5.0,5.0,0.0
GEORGIA,South Georgia State College,South Georgia State College main,2542.0,11.0,7.0,4.0
GEORGIA,Spelman College,Spelman College main,2125.0,24.0,15.0,9.0
GEORGIA,University of Georgia,University of Georgia main,36574.0,104.0,82.0,22.0
GEORGIA,University of North Georgia,University of North Georgia main,18219.0,44.0,35.0,9.0
GEORGIA,University of West Georgia,University of West Georgia main,13308.0,42.0,32.0,10.0
GEORGIA,Valdosta State University,Valdosta State University main,11375.0,33.0,25.0,8.0
GEORGIA,Wesleyan College,Wesleyan College main,676.0,5.0,5.0,0.0
GEORGIA,West Georgia Technical College,West Georgia Technical College main,6743.0,7.0,7.0,0.0
GEORGIA,Young Harris College,Young Harris College main,1200.0,4.0,4.0,0.0
ILLINOIS,Chicago State University,Chicago State University main,3578.0,26.0,24.0,2.0
ILLINOIS,Elgin Community College,Elgin Community College main,9918.0,18.0,16.0,2.0
ILLINOIS,Illinois Central College,Illinois Central College main,9290.0,19.0,7.0,12.0
ILLINOIS,Illinois State University,Illinois State University main,21039.0,39.0,29.0,10.0
ILLINOIS,John Wood Community College,John Wood Community College main,1968.0,5.0,4.0,1.0
ILLINOIS,Joliet Junior College,Joliet Junior College main,15383.0,24.0,15.0,9.0
ILLINOIS,Lewis University,Lewis University main,6544.0,17.0,8.0,9.0
ILLINOIS,Lincoln Land Community College,Lincoln Land Community College main,5744.0,15.0,13.0,2.0
ILLINOIS,Millikin University,Millikin University main,2055.0,17.0,5.0,12.0
ILLINOIS,Parkland College,Parkland College main,7569.0,15.0,12.0,3.0
ILLINOIS,Rend Lake College,Rend Lake College main,2489.0,3.0,3.0,0.0
ILLINOIS,Southern Illinois University:,Southern Illinois University: Carbondale,15987.0,54.0,37.0,17.0
ILLINOIS,Southern Illinois University:,Southern Illinois University: Edwardsville,14142.0,49.0,39.0,10.0
ILLINOIS,Southern Illinois University:,Southern Illinois University: School of Medicine2,0.0,6.0,6.0,0.0
ILLINOIS,University of Illinois:,University of Illinois: Springfield,5428.0,22.0,15.0,7.0
ILLINOIS,University of Illinois:,University of Illinois: Urbana ,46951.0,96.0,60.0,36.0
IOWA,Iowa State University,Iowa State University main,36350.0,47.0,35.0,12.0
IOWA,University of Iowa,University of Iowa main,32011.0,60.0,38.0,22.0
IOWA,University of Northern Iowa,University of Northern Iowa main,11905.0,20.0,17.0,3.0
KANSAS,Butler Community College,Butler Community College main,9190.0,7.0,6.0,1.0
KANSAS,Emporia State University,Emporia State University main,5887.0,10.0,10.0,0.0
KANSAS,Fort Hays State University,Fort Hays State University main,14658.0,11.0,9.0,2.0
KANSAS,Garden City Community College,Garden City Community College main,2053.0,1.0,1.0,0.0
KANSAS,Kansas City Kansas Community College,Kansas City Kansas Community College main,5726.0,16.0,15.0,1.0
KANSAS,Kansas State University,Kansas State University main,23779.0,42.0,23.0,19.0
KANSAS,Pittsburg State University,Pittsburg State University main,7102.0,16.0,13.0,3.0
KANSAS,University of Kansas,University of Kansas Main Campus,27565.0,75.0,31.0,44.0
KANSAS,Washburn University,Washburn University main,6636.0,22.0,16.0,6.0
KANSAS,Wichita State University,Wichita State University main,14166.0,40.0,26.0,14.0
KENTUCKY,Eastern Kentucky University,Eastern Kentucky University main,16881.0,31.0,24.0,7.0
KENTUCKY,Kentucky State University,Kentucky State University main,1736.0,13.0,7.0,6.0
KENTUCKY,Morehead State University,Morehead State University main,10746.0,27.0,16.0,11.0
KENTUCKY,Murray State University,Murray State University main,10486.0,16.0,16.0,0.0
KENTUCKY,Northern Kentucky University,Northern Kentucky University main,14542.0,20.0,15.0,5.0
KENTUCKY,Transylvania University,Transylvania University main,963.0,11.0,9.0,2.0
KENTUCKY,University of Kentucky,University of Kentucky main,29781.0,161.0,55.0,106.0
KENTUCKY,University of Louisville,University of Louisville main,21578.0,57.0,44.0,13.0
KENTUCKY,Western Kentucky University,Western Kentucky University main,20271.0,30.0,21.0,9.0
LOUISIANA,Delgado Community College,Delgado Community College main,15110.0,38.0,26.0,12.0
LOUISIANA,Dillard University,Dillard University main,1261.0,21.0,13.0,8.0
LOUISIANA,Grambling State University,Grambling State University main,4863.0,23.0,10.0,13.0
LOUISIANA,Louisiana State University: ,Louisiana State University:  Baton Rouge,31409.0,75.0,58.0,17.0
LOUISIANA,Louisiana State University: ,"Louisiana State University:  Health Sciences Center, New Orleans",2758.0,28.0,28.0,0.0
LOUISIANA,Louisiana State University: ,"Louisiana State University:  Health Sciences Center, Shreveport",874.0,46.0,32.0,14.0
LOUISIANA,Louisiana State University: ,Louisiana State University:  Shreveport,4746.0,8.0,7.0,1.0
LOUISIANA,Louisiana Tech University,Louisiana Tech University main,12672.0,19.0,17.0,2.0
LOUISIANA,McNeese State University,McNeese State University main,7621.0,16.0,10.0,6.0
LOUISIANA,Nicholls State University,Nicholls State University main,6255.0,11.0,10.0,1.0
LOUISIANA,Northwestern State University,Northwestern State University main,9819.0,30.0,24.0,6.0
LOUISIANA,Southeastern Louisiana University,Southeastern Louisiana University main,14483.0,26.0,21.0,5.0
LOUISIANA,Southern University and A&M College: ,Southern University and A&M College:  Baton Rouge,5877.0,39.0,21.0,18.0
LOUISIANA,Southern University and A&M College: ,Southern University and A&M College:  New Orleans,2430.0,20.0,17.0,3.0
LOUISIANA,Southern University and A&M College: ,Southern University and A&M College:  Shreveport,3240.0,6.0,5.0,1.0
LOUISIANA,Tulane University,Tulane University main,12581.0,99.0,81.0,18.0
LOUISIANA,University of Louisiana:,University of Louisiana: Lafayette,17519.0,36.0,32.0,4.0
LOUISIANA,University of Louisiana:,University of Louisiana: Monroe,9038.0,24.0,23.0,1.0
LOUISIANA,University of New Orleans,University of New Orleans main,8037.0,21.0,18.0,3.0
MAINE,University of Maine: ,University of Maine:  Farmington,2000.0,5.0,4.0,1.0
MAINE,University of Maine: ,University of Maine:  Orono,11219.0,26.0,18.0,8.0
MAINE,University of Southern Maine,University of Southern Maine main,7855.0,18.0,10.0,8.0
MARYLAND,Bowie State University,Bowie State University main,5669.0,28.0,14.0,14.0
MARYLAND,Coppin State University,Coppin State University main,2939.0,35.0,23.0,12.0
MARYLAND,Frostburg State University,Frostburg State University main,5676.0,25.0,18.0,7.0
MARYLAND,Hagerstown Community College,Hagerstown Community College main,4061.0,2.0,2.0,0.0
MARYLAND,Morgan State University,Morgan State University main,7689.0,56.0,35.0,21.0
MARYLAND,Prince George's County Community College,Prince George's County Community College main,12417.0,18.0,12.0,6.0
MARYLAND,Salisbury University,Salisbury University main,8748.0,31.0,16.0,15.0
MARYLAND,St. Mary's College,St. Mary's College main,1629.0,12.0,4.0,8.0
MARYLAND,Towson University,Towson University main,22343.0,52.0,39.0,13.0
MARYLAND,University of Baltimore,University of Baltimore main,5983.0,29.0,18.0,11.0
MARYLAND,University of Maryland: ,University of Maryland:  Baltimore City,6482.0,140.0,56.0,84.0
MARYLAND,University of Maryland: ,University of Maryland:  Baltimore County,13640.0,37.0,26.0,11.0
MARYLAND,University of Maryland: ,University of Maryland:  College Park,39083.0,131.0,86.0,45.0
MARYLAND,University of Maryland: ,University of Maryland:  Eastern Shore,3904.0,16.0,12.0,4.0
MASSACHUSETTS,Amherst College,Amherst College main,1849.0,19.0,14.0,5.0
MASSACHUSETTS,Assumption College,Assumption College main,2607.0,20.0,15.0,5.0
MASSACHUSETTS,Babson College,Babson College main,3165.0,29.0,19.0,10.0
MASSACHUSETTS,Becker College,Becker College main,2189.0,18.0,12.0,6.0
MASSACHUSETTS,Bentley University,Bentley University main,5506.0,31.0,21.0,10.0
MASSACHUSETTS,Boston College,Boston College main,14466.0,69.0,48.0,21.0
MASSACHUSETTS,Boston University,Boston University main,32695.0,67.0,51.0,16.0
MASSACHUSETTS,Brandeis University,Brandeis University main,5729.0,23.0,21.0,2.0
MASSACHUSETTS,Bridgewater State University,Bridgewater State University main,10998.0,25.0,22.0,3.0
MASSACHUSETTS,Bristol Community College,Bristol Community College main,8476.0,8.0,7.0,1.0
MASSACHUSETTS,Bunker Hill Community College,Bunker Hill Community College main,13253.0,16.0,15.0,1.0
MASSACHUSETTS,Clark University,Clark University main,3298.0,14.0,10.0,4.0
MASSACHUSETTS,College of the Holy Cross,College of the Holy Cross main,2720.0,23.0,17.0,6.0
MASSACHUSETTS,Dean College,Dean College main,1339.0,16.0,1.0,15.0
MASSACHUSETTS,Emerson College,Emerson College main,4442.0,16.0,13.0,3.0
MASSACHUSETTS,Fitchburg State University,Fitchburg State University main,6763.0,25.0,20.0,5.0
MASSACHUSETTS,Framingham State University,Framingham State University main,5977.0,18.0,15.0,3.0
MASSACHUSETTS,Gordon College,Gordon College main,2004.0,7.0,7.0,0.0
MASSACHUSETTS,Harvard University,Harvard University main,29908.0,98.0,74.0,24.0
MASSACHUSETTS,Holyoke Community College,Holyoke Community College main,5890.0,14.0,14.0,0.0
MASSACHUSETTS,Massachusetts Bay Community College,Massachusetts Bay Community College main,4855.0,8.0,8.0,0.0
MASSACHUSETTS,Massachusetts College of Art,Massachusetts College of Art main,1982.0,29.0,10.0,19.0
MASSACHUSETTS,Massachusetts College of Liberal Arts,Massachusetts College of Liberal Arts main,1644.0,13.0,9.0,4.0
MASSACHUSETTS,Massachusetts Institute of Technology,Massachusetts Institute of Technology main,11376.0,65.0,58.0,7.0
MASSACHUSETTS,Massasoit Community College,Massasoit Community College main,7471.0,19.0,18.0,1.0
MASSACHUSETTS,Merrimack College,Merrimack College main,4014.0,18.0,15.0,3.0
MASSACHUSETTS,Mount Holyoke College,Mount Holyoke College main,2327.0,60.0,47.0,13.0
MASSACHUSETTS,Mount Wachusett Community College,Mount Wachusett Community College main,3961.0,11.0,10.0,1.0
MASSACHUSETTS,Northeastern University,Northeastern University main,20381.0,98.0,63.0,35.0
MASSACHUSETTS,North Shore Community College,North Shore Community College main,6315.0,24.0,19.0,5.0
MASSACHUSETTS,Quinsigamond Community College,Quinsigamond Community College main,7696.0,15.0,12.0,3.0
MASSACHUSETTS,Salem State University,Salem State University main,9001.0,27.0,22.0,5.0
MASSACHUSETTS,Springfield College,Springfield College main,3144.0,47.0,18.0,29.0
MASSACHUSETTS,Springfield Technical Community College,Springfield Technical Community College main,5622.0,18.0,15.0,3.0
MASSACHUSETTS,Stonehill College,Stonehill College main,2481.0,21.0,15.0,6.0
MASSACHUSETTS,Tufts University,Tufts University Medford,11489.0,89.0,48.0,41.0
MASSACHUSETTS,University of Massachusetts: ,University of Massachusetts:  Amherst,30037.0,78.0,62.0,16.0
MASSACHUSETTS,University of Massachusetts: ,University of Massachusetts:  Dartmouth,8647.0,37.0,26.0,11.0
MASSACHUSETTS,University of Massachusetts: ,"University of Massachusetts:  Medical Center, Worcester",1108.0,26.0,20.0,6.0
MASSACHUSETTS,Wellesley College,Wellesley College main,2482.0,17.0,13.0,4.0
MASSACHUSETTS,Wentworth Institute of Technology,Wentworth Institute of Technology main,4526.0,23.0,16.0,7.0
MASSACHUSETTS,Western New England University,Western New England University main,3810.0,27.0,15.0,12.0
MASSACHUSETTS,Westfield State University,Westfield State University main,6335.0,23.0,17.0,6.0
MASSACHUSETTS,Wheaton College,Wheaton College main,1651.0,17.0,14.0,3.0
MASSACHUSETTS,Worcester Polytechnic Institute,Worcester Polytechnic Institute main,6642.0,22.0,17.0,5.0
MASSACHUSETTS,Worcester State University,Worcester State University main,6471.0,22.0,16.0,6.0
MICHIGAN,Central Michigan University,Central Michigan University main,25986.0,36.0,23.0,13.0
MICHIGAN,Delta College,Delta College main,9132.0,8.0,5.0,3.0
MICHIGAN,Eastern Michigan University,Eastern Michigan University main,21246.0,49.0,38.0,11.0
MICHIGAN,Ferris State University,Ferris State University main,14187.0,17.0,13.0,4.0
MICHIGAN,Grand Rapids Community College,Grand Rapids Community College main,14464.0,16.0,12.0,4.0
MICHIGAN,Grand Valley State University,Grand Valley State University main,25460.0,22.0,18.0,4.0
MICHIGAN,Kalamazoo Valley Community College,Kalamazoo Valley Community College main,8549.0,8.0,6.0,2.0
MICHIGAN,Kellogg Community College,Kellogg Community College main,4815.0,3.0,3.0,0.0
MICHIGAN,Kirtland Community College,Kirtland Community College main,1529.0,1.0,1.0,0.0
MICHIGAN,Lansing Community College,Lansing Community College main,13583.0,15.0,10.0,5.0
MICHIGAN,Macomb Community College,Macomb Community College main,21734.0,26.0,22.0,4.0
MICHIGAN,Michigan State University,Michigan State University main,50340.0,118.0,87.0,31.0
MICHIGAN,Northern Michigan University,Northern Michigan University main,7865.0,24.0,21.0,3.0
MICHIGAN,Oakland Community College,Oakland Community College main,18923.0,23.0,22.0,1.0
MICHIGAN,Oakland University,Oakland University main,20012.0,28.0,21.0,7.0
MICHIGAN,Saginaw Valley State University,Saginaw Valley State University main,9105.0,9.0,8.0,1.0
MICHIGAN,Schoolcraft College,Schoolcraft College main,11339.0,15.0,11.0,4.0
MICHIGAN,University of Michigan: ,University of Michigan:  Ann Arbor,44718.0,31.0,19.0,12.0
MICHIGAN,University of Michigan: ,University of Michigan:  Dearborn,9131.0,27.0,13.0,14.0
MICHIGAN,University of Michigan: ,University of Michigan:  Flint,8044.0,31.0,19.0,12.0
MICHIGAN,Western Michigan University,Western Michigan University main,23227.0,39.0,32.0,7.0
MINNESOTA,University of Minnesota:,University of Minnesota: Duluth,11018.0,11.0,9.0,2.0
MINNESOTA,University of Minnesota:,University of Minnesota: Morris,1771.0,5.0,3.0,2.0
MINNESOTA,University of Minnesota:,University of Minnesota: Twin Cities,51579.0,65.0,53.0,12.0
MISSISSIPPI,Coahoma Community College,Coahoma Community College main,2064.0,10.0,9.0,1.0
MISSISSIPPI,Jackson State University,Jackson State University main,9811.0,63.0,33.0,30.0
MISSISSIPPI,Mississippi State University,Mississippi State University main,21622.0,44.0,31.0,13.0
MISSISSIPPI,Northeast Mississippi Community College,Northeast Mississippi Community College main,3521.0,7.0,7.0,0.0
MISSISSIPPI,University of Mississippi,University of Mississippi Medical Center2,0.0,104.0,61.0,43.0
MISSOURI,Jefferson College,Jefferson College main,4692.0,8.0,8.0,0.0
MISSOURI,Lincoln University,Lincoln University main,2738.0,16.0,14.0,2.0
MISSOURI,Metropolitan Community College,Metropolitan Community College main,15790.0,36.0,28.0,8.0
MISSOURI,Mineral Area College,Mineral Area College main,4173.0,3.0,3.0,0.0
MISSOURI,Missouri Southern State University,Missouri Southern State University main,6231.0,8.0,7.0,1.0
MISSOURI,Missouri Western State University,Missouri Western State University main,5363.0,9.0,8.0,1.0
MISSOURI,Northwest Missouri State University,Northwest Missouri State University main,6530.0,13.0,10.0,3.0
